GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AF2LE001,AF2UE001,AF2UE002,AF2UE003,AF2UE004,AF2UE005,AF2UE006,AF2UE007,AF2UE008,AF2UE009,AF2UE010,AF2UE011,AF2UE012,AF2UE013,AF2UE014,AF2UE015,AF2UE016,AF2UE017,AF2UE018,AF2UE019,AF2UE020,AF2UE021,AF43E001,AF43E002,AF43E003,AF43E004,AF43E005,AF43E006,AF43E007,AF43E008,NAME_M,AF2LM001,AF2UM001,AF2UM002,AF2UM003,AF2UM004,AF2UM005,AF2UM006,AF2UM007,AF2UM008,AF2UM009,AF2UM010,AF2UM011,AF2UM012,AF2UM013,AF2UM014,AF2UM015,AF2UM016,AF2UM017,AF2UM018,AF2UM019,AF2UM020,AF2UM021,AF43M001,AF43M002,AF43M003,AF43M004,AF43M005,AF43M006,AF43M007,AF43M008
"G09000102102003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2102, Fairfield County, Connecticut",2863,2863,1337,896,128,8,123,0,165,17,0,17,1526,280,0,0,0,0,1162,84,43,41,2863,54,437,347,222,216,195,1392,"Block Group 3, Census Tract 2102, Fairfield County, Connecticut",534,534,346,266,96,13,133,12,174,19,12,19,522,176,12,12,12,12,529,76,65,48,534,62,380,223,176,147,165,413
"G09000102103001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2103, Fairfield County, Connecticut",2545,2545,1774,1288,53,0,335,0,41,57,0,57,771,415,58,0,13,0,190,95,91,4,2545,5,279,20,14,158,120,1949,"Block Group 1, Census Tract 2103, Fairfield County, Connecticut",620,620,497,460,56,12,136,12,57,82,12,82,360,365,92,12,23,12,205,122,122,8,620,9,277,36,15,104,171,555
"G09000102103002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2103, Fairfield County, Connecticut",1581,1581,1040,615,86,0,241,0,79,19,19,0,541,130,0,0,0,0,314,97,97,0,1570,35,252,42,123,39,0,1079,"Block Group 2, Census Tract 2103, Fairfield County, Connecticut",472,472,324,209,62,12,206,12,127,29,29,12,345,96,12,12,12,12,294,107,107,12,470,45,206,49,175,33,12,341
"G09000102103003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2103, Fairfield County, Connecticut",1841,1841,1329,1053,60,0,75,0,54,87,0,87,512,109,6,24,0,0,344,29,29,0,1693,230,33,176,59,89,36,1070,"Block Group 3, Census Tract 2103, Fairfield County, Connecticut",473,473,370,309,42,12,65,12,82,101,12,101,286,107,17,28,12,12,269,34,34,12,461,159,25,165,65,65,45,414
"G09000102104001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2104, Fairfield County, Connecticut",2536,2536,2021,1254,250,0,241,0,227,49,0,49,515,269,103,0,0,0,60,83,83,0,2536,28,131,101,123,164,45,1944,"Block Group 1, Census Tract 2104, Fairfield County, Connecticut",580,580,487,356,130,12,215,12,277,77,12,77,375,299,147,12,12,12,72,122,122,12,580,43,132,156,124,170,46,564
"G09000102104002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2104, Fairfield County, Connecticut",1802,1802,1182,784,55,0,177,0,150,16,0,16,620,69,324,0,0,0,227,0,0,0,1802,13,36,111,0,368,54,1220,"Block Group 2, Census Tract 2104, Fairfield County, Connecticut",523,523,358,315,68,12,155,12,226,26,12,26,485,84,414,12,12,12,290,12,12,12,523,21,56,106,12,413,74,463
"G09000102104003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210400","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2104, Fairfield County, Connecticut",2681,2681,1434,1123,21,0,169,0,102,19,0,19,1247,332,206,0,0,0,520,189,189,0,2681,41,673,0,85,48,121,1713,"Block Group 3, Census Tract 2104, Fairfield County, Connecticut",840,840,413,374,42,12,161,12,164,31,12,31,699,385,172,12,12,12,376,187,187,12,840,66,618,12,135,57,185,509
"G09000102104004","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210400","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2104, Fairfield County, Connecticut",2017,2017,1635,977,341,0,158,0,103,56,40,16,382,172,0,0,0,0,210,0,0,0,2017,40,76,16,213,14,53,1605,"Block Group 4, Census Tract 2104, Fairfield County, Connecticut",530,530,494,232,413,12,196,12,117,47,40,26,280,170,12,12,12,12,263,12,12,12,530,45,100,26,277,24,62,505
"G09000102105001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2105, Fairfield County, Connecticut",1566,1566,1241,1152,41,21,27,0,0,0,0,0,325,145,0,0,0,0,180,0,0,0,1564,75,273,123,15,13,58,1007,"Block Group 1, Census Tract 2105, Fairfield County, Connecticut",480,480,437,435,65,31,49,12,12,12,12,12,209,104,12,12,12,12,185,12,12,12,480,84,261,98,24,23,92,305
"G09000102105002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2105, Fairfield County, Connecticut",936,936,886,839,0,0,47,0,0,0,0,0,50,14,0,0,0,0,36,0,0,0,936,15,63,46,0,98,27,687,"Block Group 2, Census Tract 2105, Fairfield County, Connecticut",253,253,253,246,12,12,78,12,12,12,12,12,55,25,12,12,12,12,51,12,12,12,253,23,65,77,12,73,32,264
"G09000102105003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210500","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2105, Fairfield County, Connecticut",3738,3738,3248,2611,103,0,445,0,0,89,0,89,490,302,60,0,0,0,0,128,17,111,3738,205,137,17,248,62,15,3054,"Block Group 3, Census Tract 2105, Fairfield County, Connecticut",501,501,388,337,76,12,257,12,12,100,12,100,345,236,99,12,12,12,12,139,27,135,501,184,103,27,251,49,26,436
"G09000102105004","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210500","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2105, Fairfield County, Connecticut",1472,1472,1202,839,324,0,20,0,0,19,0,19,270,51,0,0,0,0,0,219,95,124,1472,12,15,0,0,0,0,1445,"Block Group 4, Census Tract 2105, Fairfield County, Connecticut",417,417,257,206,133,12,33,12,12,31,12,31,271,69,12,12,12,12,12,217,150,167,417,19,24,12,12,12,12,423
"G09000102106001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2106, Fairfield County, Connecticut",1205,1205,1191,832,96,69,163,0,31,0,0,0,14,14,0,0,0,0,0,0,0,0,1205,0,145,69,35,56,0,900,"Block Group 1, Census Tract 2106, Fairfield County, Connecticut",340,340,341,359,145,65,151,12,55,12,12,12,23,23,12,12,12,12,12,12,12,12,340,12,190,98,36,69,12,337
"G09000102106002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2106, Fairfield County, Connecticut",1121,1121,668,635,33,0,0,0,0,0,0,0,453,0,156,0,0,0,297,0,0,0,1121,0,0,0,16,323,156,626,"Block Group 2, Census Tract 2106, Fairfield County, Connecticut",554,554,290,284,67,12,12,12,12,12,12,12,483,12,200,12,12,12,441,12,12,12,554,12,12,12,29,317,226,287
"G09000102106003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210600","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2106, Fairfield County, Connecticut",2003,2003,955,777,48,0,34,36,0,60,0,60,1048,395,0,0,0,0,653,0,0,0,1881,17,15,173,72,122,346,1136,"Block Group 3, Census Tract 2106, Fairfield County, Connecticut",759,759,388,346,58,12,43,57,12,97,12,97,745,387,12,12,12,12,759,12,12,12,641,24,28,280,106,174,460,503
"G09000102106004","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210600","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2106, Fairfield County, Connecticut",1230,1230,616,239,109,0,27,0,84,157,19,138,614,42,0,0,0,0,572,0,0,0,1230,14,294,11,96,13,0,802,"Block Group 4, Census Tract 2106, Fairfield County, Connecticut",606,606,321,160,108,12,43,12,138,178,25,179,495,65,12,12,12,12,498,12,12,12,606,33,352,18,122,23,12,440
"G09000102106005","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210600","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 2106, Fairfield County, Connecticut",769,769,522,420,102,0,0,0,0,0,0,0,247,232,0,0,0,0,15,0,0,0,627,6,288,0,0,28,0,305,"Block Group 5, Census Tract 2106, Fairfield County, Connecticut",332,332,241,235,65,12,12,12,12,12,12,12,250,248,12,12,12,12,24,12,12,12,315,14,262,12,12,34,12,212
"G09000102107011","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210701","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2107.01, Fairfield County, Connecticut",2006,2006,814,570,111,4,98,0,0,31,5,26,1192,406,163,13,0,0,604,6,6,0,1976,194,89,53,216,419,146,859,"Block Group 1, Census Tract 2107.01, Fairfield County, Connecticut",426,426,277,260,80,7,100,12,12,41,12,39,389,265,187,21,12,12,403,13,13,12,416,175,82,58,180,289,129,300
"G09000102107012","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210701","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2107.01, Fairfield County, Connecticut",1769,1769,1074,757,53,0,63,0,115,86,0,86,695,174,0,11,0,0,510,0,0,0,1769,48,106,329,0,241,65,980,"Block Group 2, Census Tract 2107.01, Fairfield County, Connecticut",500,500,390,325,65,12,98,12,180,79,12,79,437,142,12,16,12,12,416,12,12,12,500,59,137,319,12,227,100,422
"G09000102107013","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210701","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2107.01, Fairfield County, Connecticut",1421,1421,669,450,10,0,50,0,159,0,0,0,752,423,0,0,0,0,329,0,0,0,1263,8,57,0,0,220,8,970,"Block Group 3, Census Tract 2107.01, Fairfield County, Connecticut",410,410,325,180,16,12,61,12,252,12,12,12,323,242,12,12,12,12,250,12,12,12,385,12,91,12,12,256,14,336
"G09000102107021","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210702","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2107.02, Fairfield County, Connecticut",2545,2545,1279,896,181,14,94,0,23,71,0,71,1266,811,0,0,0,0,391,64,0,64,2545,90,135,191,231,0,53,1845,"Block Group 1, Census Tract 2107.02, Fairfield County, Connecticut",401,401,347,278,226,21,86,12,38,86,12,86,418,447,12,12,12,12,245,76,12,76,401,117,97,283,174,12,62,375
"G09000102107022","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210702","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2107.02, Fairfield County, Connecticut",1476,1476,931,532,123,0,0,0,273,3,0,3,545,132,25,17,0,0,298,73,61,12,1466,117,24,196,85,79,0,965,"Block Group 2, Census Tract 2107.02, Fairfield County, Connecticut",319,319,319,177,97,12,12,12,301,16,12,16,317,99,39,26,12,12,254,73,60,35,321,98,41,128,58,121,12,305
"G09000102107023","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210702","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2107.02, Fairfield County, Connecticut",753,753,227,186,9,0,32,0,0,0,0,0,526,226,0,0,0,0,300,0,0,0,753,0,200,0,0,119,41,393,"Block Group 3, Census Tract 2107.02, Fairfield County, Connecticut",335,335,126,125,16,12,49,12,12,12,12,12,334,224,12,12,12,12,253,12,12,12,335,12,223,12,12,161,71,196
"G09000102108001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2108, Fairfield County, Connecticut",2587,2587,2410,2136,130,0,119,0,0,25,0,25,177,84,16,0,0,0,36,41,41,0,2587,84,25,5,25,25,51,2372,"Block Group 1, Census Tract 2108, Fairfield County, Connecticut",329,329,315,309,118,12,143,12,12,26,12,26,109,80,23,12,12,12,37,63,63,12,329,94,30,9,34,39,72,334
"G09000102108002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210800","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2108, Fairfield County, Connecticut",465,465,428,370,36,0,22,0,0,0,0,0,37,37,0,0,0,0,0,0,0,0,465,0,0,4,0,21,0,440,"Block Group 2, Census Tract 2108, Fairfield County, Connecticut",131,131,132,135,55,12,29,12,12,12,12,12,45,45,12,12,12,12,12,12,12,12,131,12,12,7,12,32,12,133
"G09000102108003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210800","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2108, Fairfield County, Connecticut",3140,3140,2319,1676,260,0,306,0,7,70,37,33,821,184,153,9,0,11,418,46,41,5,2125,19,112,27,0,354,82,1531,"Block Group 3, Census Tract 2108, Fairfield County, Connecticut",555,555,313,305,105,12,118,12,17,50,44,27,519,132,141,19,12,28,371,62,60,13,537,17,124,42,12,354,92,378
"G09000102109001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210900","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2109, Fairfield County, Connecticut",1789,1789,1672,1525,41,0,0,0,106,0,0,0,117,53,0,0,0,0,64,0,0,0,1789,15,0,0,0,28,170,1576,"Block Group 1, Census Tract 2109, Fairfield County, Connecticut",335,335,311,293,64,12,12,12,138,12,12,12,89,99,12,12,12,12,84,12,12,12,335,25,12,12,12,57,222,311
"G09000102109002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210900","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2109, Fairfield County, Connecticut",1129,1129,1101,1056,0,0,45,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,1129,36,0,0,0,0,0,1093,"Block Group 2, Census Tract 2109, Fairfield County, Connecticut",243,243,247,245,12,12,75,12,12,12,12,12,29,29,12,12,12,12,12,12,12,12,243,55,12,12,12,12,12,256
"G09000102109003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210900","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2109, Fairfield County, Connecticut",934,934,812,557,22,8,225,0,0,0,0,0,122,61,0,0,0,0,61,0,0,0,934,3,5,17,2,1,0,906,"Block Group 3, Census Tract 2109, Fairfield County, Connecticut",228,228,210,171,28,12,106,12,12,12,12,12,96,97,12,12,12,12,73,12,12,12,228,6,7,25,5,5,12,222
"G09000102109004","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"210900","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2109, Fairfield County, Connecticut",1138,1138,1030,1007,0,0,0,0,0,23,0,23,108,89,0,0,0,0,0,19,19,0,1138,0,22,0,0,76,15,1025,"Block Group 4, Census Tract 2109, Fairfield County, Connecticut",269,269,247,246,12,12,12,12,12,37,12,37,123,120,12,12,12,12,12,31,31,12,269,12,35,12,12,78,25,262
"G09000102110001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"211000","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2110, Fairfield County, Connecticut",1241,1241,1018,919,35,0,64,0,0,0,0,0,223,223,0,0,0,0,0,0,0,0,1241,15,0,2,6,47,0,1171,"Block Group 1, Census Tract 2110, Fairfield County, Connecticut",230,230,194,208,53,12,57,12,12,12,12,12,176,176,12,12,12,12,12,12,12,12,230,23,12,16,9,39,12,228
"G09000102110002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"211000","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2110, Fairfield County, Connecticut",1470,1470,1413,922,385,0,0,0,86,20,0,20,57,57,0,0,0,0,0,0,0,0,1401,135,47,16,9,17,41,1136,"Block Group 2, Census Tract 2110, Fairfield County, Connecticut",436,436,435,197,399,12,12,12,127,32,12,32,84,84,12,12,12,12,12,12,12,12,360,149,57,20,13,19,59,223
"G09000102110003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"211000","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2110, Fairfield County, Connecticut",1731,1731,1175,779,324,0,25,0,3,44,5,39,556,356,0,0,0,0,19,181,167,14,1704,11,49,138,77,121,0,1308,"Block Group 3, Census Tract 2110, Fairfield County, Connecticut",423,423,330,242,288,12,29,12,23,51,9,44,281,257,12,12,12,12,31,186,186,21,408,13,37,202,53,179,12,320
"G09000102111001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"211100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2111, Fairfield County, Connecticut",1038,1038,639,280,315,18,20,0,0,6,0,6,399,89,65,6,0,0,231,8,8,0,22,0,0,0,0,0,10,12,"Block Group 1, Census Tract 2111, Fairfield County, Connecticut",210,210,144,65,90,27,29,12,12,12,12,12,132,73,73,12,12,12,114,16,16,12,19,12,12,12,12,12,15,9
"G09000102112001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"211200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2112, Fairfield County, Connecticut",1972,1972,1727,1678,15,0,0,0,0,34,0,34,245,204,0,0,0,0,41,0,0,0,1972,43,48,14,0,48,13,1806,"Block Group 1, Census Tract 2112, Fairfield County, Connecticut",454,454,430,441,26,12,12,12,12,53,12,53,157,152,12,12,12,12,53,12,12,12,454,50,77,22,12,58,19,493
"G09000102112002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"211200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2112, Fairfield County, Connecticut",2333,2333,1730,1156,118,0,441,0,0,15,0,15,603,371,106,0,0,0,126,0,0,0,2333,170,126,145,99,51,104,1638,"Block Group 2, Census Tract 2112, Fairfield County, Connecticut",426,426,345,296,118,12,266,12,12,24,12,24,340,312,160,12,12,12,156,12,12,12,426,147,82,180,75,57,148,411
"G09000102112003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"211200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2112, Fairfield County, Connecticut",2354,2354,2159,1401,201,0,169,0,185,203,0,203,195,195,0,0,0,0,0,0,0,0,2255,70,124,14,41,208,13,1785,"Block Group 3, Census Tract 2112, Fairfield County, Connecticut",353,353,326,311,170,12,114,12,233,116,12,116,175,175,12,12,12,12,12,12,12,12,352,73,168,22,66,235,21,321
"G09000102113001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"211300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2113, Fairfield County, Connecticut",687,687,664,540,51,0,18,0,0,55,0,55,23,23,0,0,0,0,0,0,0,0,687,32,0,0,0,7,0,648,"Block Group 1, Census Tract 2113, Fairfield County, Connecticut",208,208,213,179,60,12,29,12,12,82,12,82,36,36,12,12,12,12,12,12,12,12,208,38,12,12,12,12,12,198
"G09000102113002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"211300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2113, Fairfield County, Connecticut",1119,1119,1097,930,41,0,126,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,1119,22,205,14,13,7,14,844,"Block Group 2, Census Tract 2113, Fairfield County, Connecticut",310,310,302,264,43,12,168,12,12,12,12,12,26,26,12,12,12,12,12,12,12,12,310,25,224,22,22,13,23,247
"G09000102113003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"211300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2113, Fairfield County, Connecticut",2113,2113,1882,1782,39,0,37,0,0,24,6,18,231,230,0,0,0,0,1,0,0,0,2113,0,10,96,54,25,0,1928,"Block Group 3, Census Tract 2113, Fairfield County, Connecticut",245,245,272,273,36,12,42,12,12,23,11,18,158,158,12,12,12,12,2,12,12,12,245,12,12,133,79,22,12,239
"G09000102114001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"211400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2114, Fairfield County, Connecticut",1452,1452,1306,1220,0,0,65,0,0,21,0,21,146,15,0,0,0,0,0,131,131,0,1452,13,0,0,12,146,0,1281,"Block Group 1, Census Tract 2114, Fairfield County, Connecticut",331,331,279,271,12,12,98,12,12,30,12,30,201,24,12,12,12,12,12,201,201,12,331,21,12,12,18,202,12,280
"G09000102114002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"211400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2114, Fairfield County, Connecticut",1658,1658,1436,1292,65,0,79,0,0,0,0,0,222,28,20,0,0,0,64,110,110,0,1658,130,45,59,144,75,0,1205,"Block Group 2, Census Tract 2114, Fairfield County, Connecticut",423,423,347,354,105,12,150,12,12,12,12,12,208,45,33,12,12,12,67,130,130,12,423,212,72,74,181,101,12,355
"G09000102114003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"211400","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2114, Fairfield County, Connecticut",2424,2424,1950,1764,34,13,124,0,0,15,0,15,474,121,0,0,0,0,268,85,85,0,2424,2,21,15,69,95,0,2222,"Block Group 3, Census Tract 2114, Fairfield County, Connecticut",406,406,303,298,36,21,120,12,12,23,12,23,300,137,12,12,12,12,187,137,137,12,406,6,25,27,73,94,12,400
"G09000102201001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"220100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2201, Fairfield County, Connecticut",1293,1293,1195,1181,0,0,14,0,0,0,0,0,98,19,0,0,8,0,71,0,0,0,1260,20,0,12,0,82,24,1122,"Block Group 1, Census Tract 2201, Fairfield County, Connecticut",272,272,256,259,12,12,15,12,12,12,12,12,111,22,12,12,12,12,108,12,12,12,254,23,12,18,12,109,25,240
"G09000102201002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"220100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2201, Fairfield County, Connecticut",1294,1294,1155,1111,24,0,0,0,0,20,0,20,139,102,0,0,0,0,11,26,26,0,1283,13,57,0,155,0,81,977,"Block Group 2, Census Tract 2201, Fairfield County, Connecticut",347,347,317,311,38,12,12,12,12,23,12,23,143,129,12,12,12,12,17,39,39,12,344,19,84,12,211,12,107,274
"G09000102201003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"220100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2201, Fairfield County, Connecticut",1764,1764,1622,1527,12,0,83,0,0,0,0,0,142,41,0,0,10,0,42,49,49,0,1764,9,21,0,17,51,46,1620,"Block Group 3, Census Tract 2201, Fairfield County, Connecticut",298,298,276,273,18,12,114,12,12,12,12,12,132,39,12,12,16,12,64,61,61,12,298,14,34,12,27,66,79,298
"G09000102201004","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"220100","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2201, Fairfield County, Connecticut",609,609,557,538,0,0,0,0,0,19,0,19,52,25,0,0,0,0,0,27,0,27,609,17,0,0,28,31,0,533,"Block Group 4, Census Tract 2201, Fairfield County, Connecticut",150,150,137,137,12,12,12,12,12,29,12,29,44,27,12,12,12,12,12,40,12,40,150,25,12,12,40,39,12,150
"G09000102202001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"220200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2202, Fairfield County, Connecticut",1526,1526,1463,1450,1,0,12,0,0,0,0,0,63,63,0,0,0,0,0,0,0,0,1526,0,73,19,152,36,10,1236,"Block Group 1, Census Tract 2202, Fairfield County, Connecticut",278,278,272,271,2,12,19,12,12,12,12,12,71,71,12,12,12,12,12,12,12,12,278,12,103,21,154,34,14,252
"G09000102202002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"220200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2202, Fairfield County, Connecticut",1225,1225,896,896,0,0,0,0,0,0,0,0,329,50,0,0,0,0,279,0,0,0,1161,36,0,0,33,117,0,975,"Block Group 2, Census Tract 2202, Fairfield County, Connecticut",352,352,298,298,12,12,12,12,12,12,12,12,243,56,12,12,12,12,241,12,12,12,319,59,12,12,32,156,12,312
"G09000102202003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"220200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2202, Fairfield County, Connecticut",1365,1365,1223,1176,15,0,25,0,0,7,0,7,142,10,0,0,0,0,132,0,0,0,1365,0,18,1,0,197,0,1149,"Block Group 3, Census Tract 2202, Fairfield County, Connecticut",363,363,344,339,24,12,30,12,12,11,12,11,197,16,12,12,12,12,197,12,12,12,363,12,24,2,12,263,12,305
"G09000102202004","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"220200","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2202, Fairfield County, Connecticut",1392,1392,1319,1294,0,0,25,0,0,0,0,0,73,46,0,0,0,0,13,14,14,0,1392,0,0,0,0,33,0,1359,"Block Group 4, Census Tract 2202, Fairfield County, Connecticut",236,236,232,238,12,12,38,12,12,12,12,12,64,48,12,12,12,12,21,22,22,12,236,12,12,12,12,53,12,232
