"","GEOID2_Tex","GEOID","rel_n_2008","rel_n_2016","fac_n_2008","fac_n_2016","rel_diff","fac_diff"
"453",90010203002,"1500000US090010203002",0,0,0,0,0,0
"454",90010203004,"1500000US090010203004",0,0,0,0,0,0
"455",90010203001,"1500000US090010203001",0,0,0,0,0,0
"456",90010204001,"1500000US090010204001",0,0,0,0,0,0
"457",90010204002,"1500000US090010204002",0,0,0,0,0,0
"458",90010205001,"1500000US090010205001",0,0,0,0,0,0
"459",90010205003,"1500000US090010205003",0,0,0,0,0,0
"460",90010104002,"1500000US090010104002",0,0,0,0,0,0
"461",90010104005,"1500000US090010104005",0,0,0,0,0,0
"462",90010104006,"1500000US090010104006",0,0,0,0,0,0
"463",90010105001,"1500000US090010105001",0,0,0,0,0,0
"464",90010105005,"1500000US090010105005",0,0,0,0,0,0
"465",90010105004,"1500000US090010105004",0,0,0,0,0,0
"466",90010105006,"1500000US090010105006",0,0,0,0,0,0
"467",90012002002,"1500000US090012002002",16372.28,0,1,1,-16372.28,0
"468",90012002004,"1500000US090012002004",0,0,0,0,0,0
"469",90012002003,"1500000US090012002003",0,0,0,0,0,0
"470",90010701001,"1500000US090010701001",0,0,0,0,0,0
"471",90010701004,"1500000US090010701004",0,0,0,0,0,0
"472",90010807001,"1500000US090010807001",49772,17218,1,1,-32554,0
"473",90010807002,"1500000US090010807002",0,0,0,0,0,0
"474",90010808002,"1500000US090010808002",0,0,1,0,0,-1
"475",90010808003,"1500000US090010808003",0,0,0,0,0,0
"476",90010808001,"1500000US090010808001",0,0,0,0,0,0
"477",90010808005,"1500000US090010808005",0,0,0,0,0,0
"478",90012110003,"1500000US090012110003",0,0,0,0,0,0
"479",90012110001,"1500000US090012110001",0,0,0,0,0,0
"480",90012111001,"1500000US090012111001",0,0,0,0,0,0
"481",90012112002,"1500000US090012112002",0,0,0,0,0,0
"482",90012112001,"1500000US090012112001",0,0,0,0,0,0
"483",90010442002,"1500000US090010442002",0,0,0,0,0,0
"484",90010442004,"1500000US090010442004",0,0,0,0,0,0
"485",90010442003,"1500000US090010442003",0,0,0,0,0,0
"486",90010443004,"1500000US090010443004",0,0,0,0,0,0
"487",90010443001,"1500000US090010443001",0,0,0,0,0,0
"488",90010443002,"1500000US090010443002",0,0,0,0,0,0
"489",90010443003,"1500000US090010443003",0,0,0,0,0,0
"490",90010205002,"1500000US090010205002",0,0,0,0,0,0
"491",90010206003,"1500000US090010206003",0,0,0,0,0,0
"492",90010206002,"1500000US090010206002",0,0,0,0,0,0
"493",90010206001,"1500000US090010206001",0,0,0,0,0,0
"494",90010207002,"1500000US090010207002",0,0,0,0,0,0
"495",90010207004,"1500000US090010207004",0,0,0,0,0,0
"496",90010207003,"1500000US090010207003",0,0,0,0,0,0
"497",90010105003,"1500000US090010105003",0,0,0,0,0,0
"498",90010105002,"1500000US090010105002",0,0,0,0,0,0
"499",90010106001,"1500000US090010106001",0,0,0,0,0,0
"500",90010106002,"1500000US090010106002",0,0,0,0,0,0
"501",90010106003,"1500000US090010106003",0,0,0,0,0,0
"502",90010107004,"1500000US090010107004",0,0,0,0,0,0
"503",90010109002,"1500000US090010109002",0,0,0,0,0,0
"504",90010607005,"1500000US090010607005",0,0,0,0,0,0
"505",90010701002,"1500000US090010701002",0,0,0,0,0,0
"506",90010701003,"1500000US090010701003",0,0,0,0,0,0
"507",90010702002,"1500000US090010702002",0,0,0,0,0,0
"508",90010702001,"1500000US090010702001",0,0,0,0,0,0
"509",90010702003,"1500000US090010702003",0,0,0,0,0,0
"510",90010702004,"1500000US090010702004",0,0,0,0,0,0
"511",90010705002,"1500000US090010705002",0,0,0,0,0,0
"512",90010706002,"1500000US090010706002",65318.1384424196,1.92525327078079,1,1,-65316.2131891488,0
"513",90010808004,"1500000US090010808004",0,0,0,0,0,0
"514",90010809002,"1500000US090010809002",0,0,0,0,0,0
"515",90010809001,"1500000US090010809001",0,0,0,0,0,0
"516",90010809003,"1500000US090010809003",0,0,0,0,0,0
"517",90010810003,"1500000US090010810003",0,0,0,0,0,0
"518",90010810001,"1500000US090010810001",0,0,0,0,0,0
"519",90012112003,"1500000US090012112003",0,0,0,0,0,0
"520",90012113001,"1500000US090012113001",0,0,0,0,0,0
"521",90012113003,"1500000US090012113003",0,0,0,0,0,0
"522",90012113002,"1500000US090012113002",0,0,0,0,0,0
"523",90012114001,"1500000US090012114001",0,0,0,0,0,0
"524",90012114003,"1500000US090012114003",0,0,0,0,0,0
"525",90012203005,"1500000US090012203005",0,0,0,0,0,0
"526",90010303001,"1500000US090010303001",0,0,0,0,0,0
"527",90010353001,"1500000US090010353001",0,0,0,0,0,0
"528",90010444001,"1500000US090010444001",0,0,0,0,0,0
"529",90010444003,"1500000US090010444003",10350.5783747862,0,1,0,-10350.5783747862,-1
"530",90010445002,"1500000US090010445002",0,0,0,0,0,0
"531",90010445001,"1500000US090010445001",0,0,0,0,0,0
"532",90010446001,"1500000US090010446001",0,0,0,0,0,0
"533",90010446003,"1500000US090010446003",0,0,0,0,0,0
"534",90010207001,"1500000US090010207001",0,0,0,0,0,0
"535",90010208003,"1500000US090010208003",0,0,0,0,0,0
"536",90010208002,"1500000US090010208002",0,0,0,0,0,0
"537",90010208001,"1500000US090010208001",0,0,0,0,0,0
"538",90010209003,"1500000US090010209003",0,0,0,0,0,0
"539",90010107001,"1500000US090010107001",0,0,0,0,0,0
"540",90010107006,"1500000US090010107006",0,0,0,0,0,0
"541",90010107003,"1500000US090010107003",0,0,0,0,0,0
"542",90010108002,"1500000US090010108002",0,0,0,0,0,0
"543",90010108001,"1500000US090010108001",0,0,0,0,0,0
"544",90010108004,"1500000US090010108004",0,0,0,0,0,0
"545",90010108003,"1500000US090010108003",0,0,0,0,0,0
"546",90010703001,"1500000US090010703001",0.22,0.04,1,1,-0.18,0
"547",90010704001,"1500000US090010704001",0,0,0,0,0,0
"548",90010706001,"1500000US090010706001",0,0,0,0,0,0
"549",90010705001,"1500000US090010705001",0,0,0,0,0,0
"550",90010711001,"1500000US090010711001",0,0,0,0,0,0
"551",90010711002,"1500000US090010711002",0,0,0,0,0,0
"552",90010711003,"1500000US090010711003",0,0,0,0,0,0
"553",90010709001,"1500000US090010709001",0,0,0,0,0,0
"554",90010709003,"1500000US090010709003",0,0,0,0,0,0
"555",90010810002,"1500000US090010810002",0,0,0,0,0,0
"556",90010811001,"1500000US090010811001",0,0,0,0,0,0
"557",90010811003,"1500000US090010811003",0,0,0,0,0,0
"558",90010811002,"1500000US090010811002",0,0,0,0,0,0
"559",90010812002,"1500000US090010812002",0,0,0,0,0,0
"560",90010431003,"1500000US090010431003",0,0,0,0,0,0
"561",90010431004,"1500000US090010431004",0,0,0,0,0,0
"562",90010431002,"1500000US090010431002",0,0,0,0,0,0
"563",90010431001,"1500000US090010431001",0,0,0,0,0,0
"564",90010432003,"1500000US090010432003",0,0,0,0,0,0
"565",90010446002,"1500000US090010446002",0,0,0,0,0,0
"566",90012401003,"1500000US090012401003",0,0,0,0,0,0
"567",90012401002,"1500000US090012401002",0,0,0,0,0,0
"568",90012401001,"1500000US090012401001",0,0,0,0,0,0
"569",90012402002,"1500000US090012402002",0,0,0,0,0,0
"570",90012402003,"1500000US090012402003",0,0,0,0,0,0
"571",90012402001,"1500000US090012402001",0,0,0,0,0,0
"572",90012451001,"1500000US090012451001",0,0,0,0,0,0
"573",90012451002,"1500000US090012451002",0,0,0,0,0,0
"574",90012452001,"1500000US090012452001",0,0,0,0,0,0
"575",90012452003,"1500000US090012452003",0,0,0,0,0,0
"576",90012452005,"1500000US090012452005",0,0,0,0,0,0
"577",90010209002,"1500000US090010209002",0,0,0,0,0,0
"578",90010209001,"1500000US090010209001",0,0,0,0,0,0
"579",90010110004,"1500000US090010110004",0,0,0,0,0,0
"580",90010301001,"1500000US090010301001",0,0,0,0,0,0
"581",90010301002,"1500000US090010301002",0,0,0,0,0,0
"582",90010305002,"1500000US090010305002",0,0,0,0,0,0
"583",90010302001,"1500000US090010302001",0,0,0,0,0,0
"584",90010302002,"1500000US090010302002",0,0,0,0,0,0
"585",90010109004,"1500000US090010109004",0,0,0,0,0,0
"586",90010109001,"1500000US090010109001",0,0,0,0,0,0
"587",90010109003,"1500000US090010109003",0,0,0,0,0,0
"588",90010110005,"1500000US090010110005",0,0,0,0,0,0
"589",90010110001,"1500000US090010110001",0,0,0,0,0,0
"590",90010110002,"1500000US090010110002",0,0,0,0,0,0
"591",90010110006,"1500000US090010110006",0,0,0,0,0,0
"592",90010709002,"1500000US090010709002",0,0,0,0,0,0
"593",90010710001,"1500000US090010710001",0,0,0,0,0,0
"594",90010710002,"1500000US090010710002",0,0,0,0,0,0
"595",90010710003,"1500000US090010710003",0,0,0,0,0,0
"596",90010712001,"1500000US090010712001",0,0,0,0,0,0
"597",90010712002,"1500000US090010712002",0,0,0,0,0,0
"598",90010712003,"1500000US090010712003",0,0,0,0,0,0
"599",90010712004,"1500000US090010712004",0,0,0,0,0,0
"600",90010713001,"1500000US090010713001",0,0,0,0,0,0
"601",90010713002,"1500000US090010713002",0,0,0,0,0,0
"602",90010714001,"1500000US090010714001",0,0,0,0,0,0
"603",90010714005,"1500000US090010714005",0,0,0,0,0,0
"604",90010812001,"1500000US090010812001",0,0,0,0,0,0
"605",90010812003,"1500000US090010812003",0,0,0,0,0,0
"606",90010812004,"1500000US090010812004",0,0,0,0,0,0
"607",90010813002,"1500000US090010813002",0,0,0,0,0,0
"608",90010813003,"1500000US090010813003",0,0,0,0,0,0
"609",90010210001,"1500000US090010210001",0,0,0,0,0,0
"610",90010210002,"1500000US090010210002",0,0,0,0,0,0
"611",90010211002,"1500000US090010211002",0,0,0,0,0,0
"612",90010211001,"1500000US090010211001",0,0,0,0,0,0
"613",90010211003,"1500000US090010211003",0,0,0,0,0,0
"614",90010303003,"1500000US090010303003",0,0,0,0,0,0
"615",90010303002,"1500000US090010303002",0,0,0,0,0,0
"616",90010303004,"1500000US090010303004",0,0,0,0,0,0
"617",90010304001,"1500000US090010304001",0,0,0,0,0,0
"618",90010304002,"1500000US090010304002",0,0,0,0,0,0
"619",90010304003,"1500000US090010304003",0,0,0,0,0,0
"620",90010302003,"1500000US090010302003",0,0,0,0,0,0
"621",90010111004,"1500000US090010111004",0,0,0,0,0,0
"622",90010111003,"1500000US090010111003",0,0,0,0,0,0
"623",90010111001,"1500000US090010111001",0,0,0,0,0,0
"624",90010111002,"1500000US090010111002",0,0,0,0,0,0
"625",90010112001,"1500000US090010112001",0,0,0,0,0,0
"626",90010714004,"1500000US090010714004",0,0,0,0,0,0
"627",90010714003,"1500000US090010714003",0,0,0,0,0,0
"628",90010714002,"1500000US090010714002",0,0,0,0,0,0
"629",90010716001,"1500000US090010716001",0,0,0,0,0,0
"630",90010716002,"1500000US090010716002",0,0,0,0,0,0
"631",90010718001,"1500000US090010718001",0,0,0,0,0,0
"632",90010718003,"1500000US090010718003",0,0,0,0,0,0
"633",90010718002,"1500000US090010718002",0,0,0,0,0,0
"634",90010719001,"1500000US090010719001",0,0,0,0,0,0
"635",90010719002,"1500000US090010719002",0,0,0,0,0,0
"636",90010720001,"1500000US090010720001",0,0,0,0,0,0
"637",90010720002,"1500000US090010720002",0,0,0,0,0,0
"638",90010721002,"1500000US090010721002",0,0,0,0,0,0
"639",90010813004,"1500000US090010813004",4449,1230.4,1,1,-3218.6,0
"640",90010813001,"1500000US090010813001",0,0,0,0,0,0
"641",90010901009,"1500000US090010901009",0,0,0,0,0,0
"642",90010901001,"1500000US090010901001",0,0,0,0,0,0
"643",90010902001,"1500000US090010902001",0,0,0,0,0,0
"644",90010902004,"1500000US090010902004",0,0,0,0,0,0
"645",90010212001,"1500000US090010212001",0,0,0,0,0,0
"646",90010212002,"1500000US090010212002",0,0,0,0,0,0
"647",90010212003,"1500000US090010212003",0,0,0,0,0,0
"648",90010213002,"1500000US090010213002",0,0,0,0,0,0
"649",90010213003,"1500000US090010213003",0,0,0,0,0,0
"650",90117029003,"1500000US090117029003",0,0,0,0,0,0
"651",90117029004,"1500000US090117029004",0,0,0,0,0,0
"652",90117029002,"1500000US090117029002",0,0,0,0,0,0
"653",90117029001,"1500000US090117029001",0,0,0,0,0,0
"654",90117031009,"1500000US090117031009",8500.69,146.06,1,1,-8354.63,0
"655",90117023002,"1500000US090117023002",0,0,0,0,0,0
"656",90116934004,"1500000US090116934004",0,0,0,0,0,0
"657",90116935002,"1500000US090116935002",0,0,0,0,0,0
"658",90116935001,"1500000US090116935001",0,0,0,0,0,0
"659",90116936003,"1500000US090116936003",0,0,0,0,0,0
"660",90116936001,"1500000US090116936001",0,0,0,0,0,0
"661",90117023001,"1500000US090117023001",0,0,0,0,0,0
"662",90117024003,"1500000US090117024003",0,0,0,0,0,0
"663",90117024002,"1500000US090117024002",0,0,0,0,0,0
"664",90117024001,"1500000US090117024001",0,0,0,0,0,0
"665",90117025002,"1500000US090117025002",0,0,0,0,0,0
"666",90116936002,"1500000US090116936002",0,0,0,0,0,0
"667",90116937001,"1500000US090116937001",0,0,0,1,0,1
"668",90116937002,"1500000US090116937002",0,0,0,0,0,0
"669",90116934003,"1500000US090116934003",0,0,0,0,0,0
"670",90116934002,"1500000US090116934002",0,0,0,0,0,0
"671",90117025001,"1500000US090117025001",0,0,0,0,0,0
"672",90117025003,"1500000US090117025003",13250.89,1331.79,1,1,-11919.1,0
"673",90117026002,"1500000US090117026002",0,0,0,0,0,0
"674",90117026001,"1500000US090117026001",12547.13,0,2,0,-12547.13,-2
"675",90117028001,"1500000US090117028001",0,0,0,0,0,0
"676",90117030001,"1500000US090117030001",0,0,0,0,0,0
"677",90117030003,"1500000US090117030003",0,0,0,0,0,0
"678",90117030002,"1500000US090117030002",0,0,0,0,0,0
"679",90118701003,"1500000US090118701003",0,0,0,0,0,0
"680",90118701005,"1500000US090118701005",0,0,0,0,0,0
"681",90118701004,"1500000US090118701004",0,0,0,0,0,0
"682",90118701002,"1500000US090118701002",0,0,0,0,0,0
"683",90118701001,"1500000US090118701001",0,0,0,0,0,0
"684",90117011004,"1500000US090117011004",0,0,0,0,0,0
"685",90117012005,"1500000US090117012005",0,0,0,0,0,0
"686",90117101001,"1500000US090117101001",0,0,0,0,0,0
"687",90117101002,"1500000US090117101002",0,0,0,0,0,0
"688",90117101003,"1500000US090117101003",0,0,0,0,0,0
"689",90116501003,"1500000US090116501003",0,0,0,0,0,0
"690",90116501001,"1500000US090116501001",0,0,0,0,0,0
"691",90116501002,"1500000US090116501002",0,0,0,0,0,0
"692",90116951001,"1500000US090116951001",0,0,0,0,0,0
"693",90116951002,"1500000US090116951002",0,0,0,0,0,0
"694",90116951003,"1500000US090116951003",0,0,0,0,0,0
"695",90116952012,"1500000US090116952012",0,0,0,0,0,0
"696",90116952013,"1500000US090116952013",0,0,0,0,0,0
"697",90116952011,"1500000US090116952011",0,0,0,0,0,0
"698",90116952022,"1500000US090116952022",0,0,1,0,0,-1
"699",90116952024,"1500000US090116952024",0,0,0,0,0,0
"700",90116952023,"1500000US090116952023",0,0,0,0,0,0
"701",90116952021,"1500000US090116952021",0,0,0,0,0,0
"702",90116951004,"1500000US090116951004",300587.132204624,3.90171,3,2,-300583.230494624,-1
"703",90116952014,"1500000US090116952014",0,0,0,0,0,0
"704",90116901003,"1500000US090116901003",0,0,0,0,0,0
"705",90116901001,"1500000US090116901001",0,0,0,0,0,0
"706",90116901002,"1500000US090116901002",0,0,0,0,0,0
"707",90116902004,"1500000US090116902004",0,0,0,0,0,0
"708",90116902001,"1500000US090116902001",0,0,0,0,0,0
"709",90116902003,"1500000US090116902003",0,0,0,0,0,0
"710",90116902009,"1500000US090116902009",224.53,8.2534,1,1,-216.2766,0
"711",90116903001,"1500000US090116903001",0,0,0,0,0,0
"712",90116903004,"1500000US090116903004",0,0,0,0,0,0
"713",90116903002,"1500000US090116903002",560,3189.37,1,1,2629.37,0
"714",90116903003,"1500000US090116903003",0,0,0,0,0,0
"715",90116904001,"1500000US090116904001",0,0,0,0,0,0
"716",90116904002,"1500000US090116904002",0,0,0,0,0,0
"717",90116905002,"1500000US090116905002",0,0,0,0,0,0
"718",90116905001,"1500000US090116905001",0,0,0,0,0,0
"719",90116907001,"1500000US090116907001",0,0,0,0,0,0
"720",90116907002,"1500000US090116907002",0,0,0,0,0,0
"721",90116908001,"1500000US090116908001",0,0,0,0,0,0
"722",90116908003,"1500000US090116908003",0,0,0,0,0,0
"723",90116908002,"1500000US090116908002",0,0,0,0,0,0
"724",90116909001,"1500000US090116909001",0,0,0,0,0,0
"725",90116909003,"1500000US090116909003",0,0,0,0,0,0
"726",90116909002,"1500000US090116909002",0,0,0,0,0,0
"727",90117071002,"1500000US090117071002",0,0,0,0,0,0
"728",90117071003,"1500000US090117071003",0,0,0,0,0,0
"729",90117071001,"1500000US090117071001",0,0,0,0,0,0
"730",90116961009,"1500000US090116961009",0,0,0,0,0,0
"731",90116961001,"1500000US090116961001",0,0,0,0,0,0
"732",90116961003,"1500000US090116961003",0,0,0,0,0,0
"733",90116961002,"1500000US090116961002",0,0,0,0,0,0
"734",90116962003,"1500000US090116962003",0,0,0,0,0,0
"735",90116962001,"1500000US090116962001",4956.78,11949.1,1,1,6992.32,0
"736",90116962004,"1500000US090116962004",0,0,0,0,0,0
"737",90116962005,"1500000US090116962005",0,0,0,0,0,0
"738",90116963002,"1500000US090116963002",0,0,0,0,0,0
"739",90116963001,"1500000US090116963001",0,0,0,0,0,0
"740",90116964006,"1500000US090116964006",0,0,0,0,0,0
"741",90116964001,"1500000US090116964001",0,0,0,0,0,0
"742",90116964002,"1500000US090116964002",0,0,0,0,0,0
"743",90116964003,"1500000US090116964003",0,0,0,0,0,0
"744",90116964005,"1500000US090116964005",0,0,0,0,0,0
"745",90116965001,"1500000US090116965001",0,0,0,0,0,0
"746",90116965003,"1500000US090116965003",0,0,0,0,0,0
"747",90116965002,"1500000US090116965002",0,0,0,0,0,0
"748",90117011002,"1500000US090117011002",0,0,0,0,0,0
"749",90117011001,"1500000US090117011001",0,0,0,0,0,0
"750",90117011005,"1500000US090117011005",0,0,0,0,0,0
"751",90117011003,"1500000US090117011003",0,0,0,0,0,0
"752",90117012003,"1500000US090117012003",0,0,0,0,0,0
"753",90117022022,"1500000US090117022022",0,0,0,0,0,0
"754",90117012001,"1500000US090117012001",0,0,0,0,0,0
"755",90117012002,"1500000US090117012002",343031.1,12726.09,2,1,-330305.01,-1
"756",90116905003,"1500000US090116905003",0,0,0,0,0,0
"757",90116966001,"1500000US090116966001",0,0,0,0,0,0
"758",90116966009,"1500000US090116966009",0,0,0,0,0,0
"759",90116966002,"1500000US090116966002",0,0,1,0,0,-1
"760",90116967002,"1500000US090116967002",0,0,0,0,0,0
"761",90116967001,"1500000US090116967001",0,0,0,0,0,0
"762",90116967004,"1500000US090116967004",0,0,0,0,0,0
"763",90116601024,"1500000US090116601024",0,0,0,0,0,0
"764",90116967009,"1500000US090116967009",0,0,0,0,0,0
"765",90116968002,"1500000US090116968002",0,0,0,0,0,0
"766",90116968001,"1500000US090116968001",0,0,0,0,0,0
"767",90116970001,"1500000US090116970001",0,0,0,0,0,0
"768",90116970002,"1500000US090116970002",0,0,0,0,0,0
"769",90116601012,"1500000US090116601012",0,0,0,0,0,0
"770",90116601011,"1500000US090116601011",0,0,0,0,0,0
"771",90116601013,"1500000US090116601013",0,0,0,0,0,0
"772",90116601022,"1500000US090116601022",0,0,0,0,0,0
"773",90116601021,"1500000US090116601021",0,0,0,0,0,0
"774",90116601023,"1500000US090116601023",0,0,0,0,0,0
"775",90117001002,"1500000US090117001002",0,0,0,0,0,0
"776",90117001001,"1500000US090117001001",0,0,0,0,0,0
"777",90117161021,"1500000US090117161021",0,0,0,0,0,0
"778",90110000000,"1500000US090110000000",0,0,0,0,0,0
"779",90117131001,"1500000US090117131001",0,0,0,0,0,0
"780",90117131002,"1500000US090117131002",0,0,0,0,0,0
"781",90117141012,"1500000US090117141012",0,0,0,0,0,0
"782",90117141011,"1500000US090117141011",0,0,0,0,0,0
"783",90117141013,"1500000US090117141013",0,0,0,0,0,0
"784",90117141021,"1500000US090117141021",0,0,0,0,0,0
"785",90117141022,"1500000US090117141022",0,0,0,0,0,0
"786",90117141023,"1500000US090117141023",0,0,0,0,0,0
"787",90117141025,"1500000US090117141025",0,0,0,0,0,0
"788",90117141024,"1500000US090117141024",0,0,0,0,0,0
"789",90117161022,"1500000US090117161022",0,0,0,0,0,0
"790",90117001003,"1500000US090117001003",0,0,0,0,0,0
"791",90117151002,"1500000US090117151002",0,0,0,0,0,0
"792",90117151001,"1500000US090117151001",0,0,0,0,0,0
"793",90117111001,"1500000US090117111001",1005.0998,0,1,0,-1005.0998,-1
"794",90117111002,"1500000US090117111002",0,0,0,0,0,0
"795",90117051001,"1500000US090117051001",3,0,1,1,-3,0
"796",90117052003,"1500000US090117052003",0,0,0,0,0,0
"797",90117052002,"1500000US090117052002",0,0,0,0,0,0
"798",90117052001,"1500000US090117052001",0,0,0,0,0,0
"799",90117052004,"1500000US090117052004",0,0,0,0,0,0
"800",90117053003,"1500000US090117053003",0,0,0,0,0,0
"801",90117053004,"1500000US090117053004",0,0,0,0,0,0
"802",90117054001,"1500000US090117054001",0,0,0,0,0,0
"803",90117054002,"1500000US090117054002",0,0,0,0,0,0
"804",90117161014,"1500000US090117161014",0,0,1,1,0,0
"805",90117161023,"1500000US090117161023",0,0,0,0,0,0
"806",90117161011,"1500000US090117161011",0,0,0,0,0,0
"807",90117161013,"1500000US090117161013",0,0,0,0,0,0
"808",90117161012,"1500000US090117161012",0,0,0,0,0,0
"809",90117022011,"1500000US090117022011",0,0,0,0,0,0
"810",90117162002,"1500000US090117162002",0,0,0,0,0,0
"811",90117162001,"1500000US090117162001",0,0,0,0,0,0
"812",90117162003,"1500000US090117162003",0,0,0,0,0,0
"813",90117121001,"1500000US090117121001",0,0,0,0,0,0
"814",90117121002,"1500000US090117121002",0,0,1,0,0,-1
"815",90117091002,"1500000US090117091002",0,0,0,0,0,0
"816",90117091001,"1500000US090117091001",0,0,0,0,0,0
"817",90117091003,"1500000US090117091003",0,0,0,0,0,0
"818",90117092002,"1500000US090117092002",0,0,0,0,0,0
"819",90117092001,"1500000US090117092001",0,0,0,0,0,0
"820",90117053002,"1500000US090117053002",0,0,0,0,0,0
"821",90117053001,"1500000US090117053001",0,0,0,0,0,0
"822",90117051006,"1500000US090117051006",0,0,0,0,0,0
"823",90117051005,"1500000US090117051005",14739.24,0,1,0,-14739.24,-1
"824",90117051003,"1500000US090117051003",0,0,0,0,0,0
"825",90117092003,"1500000US090117092003",0,0,0,0,0,0
"826",90117092004,"1500000US090117092004",0,0,0,0,0,0
"827",90117092005,"1500000US090117092005",0,0,1,0,0,-1
"828",90117021009,"1500000US090117021009",500,1355,1,1,855,0
"829",90117021001,"1500000US090117021001",0,0,0,0,0,0
"830",90117022021,"1500000US090117022021",0,0,0,0,0,0
"831",90117027009,"1500000US090117027009",3141,2629,3,3,-512,0
"832",90117027001,"1500000US090117027001",0,0,0,0,0,0
"833",90117028009,"1500000US090117028009",0,0,0,0,0,0
"834",90117051004,"1500000US090117051004",0,0,0,0,0,0
"835",90117051002,"1500000US090117051002",0,0,0,0,0,0
"836",90117081001,"1500000US090117081001",0,0,0,0,0,0
"837",90117081002,"1500000US090117081002",0,0,0,0,0,0
"838",90116933001,"1500000US090116933001",0,0,0,0,0,0
"839",90116933003,"1500000US090116933003",0,0,0,0,0,0
"840",90116933002,"1500000US090116933002",0,0,0,0,0,0
"841",90116934001,"1500000US090116934001",0,0,0,0,0,0
"842",90158003001,"1500000US090158003001",97856,54965,1,1,-42891,0
"843",90158003002,"1500000US090158003002",0,0,0,0,0,0
"844",90159011002,"1500000US090159011002",265,265,1,1,0,0
"845",90159011001,"1500000US090159011001",0,0,0,0,0,0
"846",90159011003,"1500000US090159011003",0,0,0,0,0,0
"847",90159011004,"1500000US090159011004",0,0,0,0,0,0
"848",90159011005,"1500000US090159011005",0,0,0,0,0,0
"849",90158007001,"1500000US090158007001",0,0,0,0,0,0
"850",90158007003,"1500000US090158007003",0,0,0,0,0,0
"851",90158007002,"1500000US090158007002",0,0,0,0,0,0
"852",90158006001,"1500000US090158006001",0,0,0,0,0,0
"853",90158006002,"1500000US090158006002",0,0,0,0,0,0
"854",90158006003,"1500000US090158006003",0,0,0,0,0,0
"855",90135351003,"1500000US090135351003",0,0,0,0,0,0
"856",90135351002,"1500000US090135351002",0,0,0,0,0,0
"857",90135351005,"1500000US090135351005",0,0,0,0,0,0
"858",90135351006,"1500000US090135351006",0,0,0,0,0,0
"859",90135352003,"1500000US090135352003",0,0,0,0,0,0
"860",90135261001,"1500000US090135261001",0,0,0,0,0,0
"861",90138811001,"1500000US090138811001",0,0,0,0,0,0
"862",90138811003,"1500000US090138811003",0,0,0,0,0,0
"863",90138811004,"1500000US090138811004",0,0,0,0,0,0
"864",90138811002,"1500000US090138811002",0,0,0,0,0,0
"865",90138813004,"1500000US090138813004",0,0,0,0,0,0
"866",90138813005,"1500000US090138813005",0,0,0,0,0,0
"867",90138813001,"1500000US090138813001",0,0,0,0,0,0
"868",90138813003,"1500000US090138813003",0,0,0,0,0,0
"869",90138815002,"1500000US090138815002",0,0,0,0,0,0
"870",90138815003,"1500000US090138815003",0,0,0,0,0,0
"871",90138812001,"1500000US090138812001",0,0,0,0,0,0
"872",90138813002,"1500000US090138813002",0,0,0,0,0,0
"873",90138815001,"1500000US090138815001",0,0,0,0,0,0
"874",90135381009,"1500000US090135381009",0,0,0,0,0,0
"875",90135382011,"1500000US090135382011",0,0,0,0,0,0
"876",90135382012,"1500000US090135382012",0,0,0,0,0,0
"877",90135382014,"1500000US090135382014",0,0,0,0,0,0
"878",90135382013,"1500000US090135382013",0,0,0,0,0,0
"879",90135382026,"1500000US090135382026",0,0,0,0,0,0
"880",90135382028,"1500000US090135382028",0,0,0,0,0,0
"881",90135382027,"1500000US090135382027",0,0,0,0,0,0
"882",90138901003,"1500000US090138901003",0,0,0,0,0,0
"883",90135301004,"1500000US090135301004",0,0,0,0,0,0
"884",90135301001,"1500000US090135301001",26,2452.3,1,1,2426.3,0
"885",90135301002,"1500000US090135301002",0,0,0,0,0,0
"886",90135302003,"1500000US090135302003",0,0,0,0,0,0
"887",90135302001,"1500000US090135302001",15038.87,0,1,0,-15038.87,-1
"888",90135302004,"1500000US090135302004",0,0,0,0,0,0
"889",90135303022,"1500000US090135303022",0,0,0,0,0,0
"890",90135306001,"1500000US090135306001",0,0,0,0,0,0
"891",90138401005,"1500000US090138401005",0,0,0,0,0,0
"892",90138401001,"1500000US090138401001",0,0,0,0,0,0
"893",90138401003,"1500000US090138401003",0,0,0,0,0,0
"894",90138401002,"1500000US090138401002",0,0,0,0,0,0
"895",90138401004,"1500000US090138401004",0,0,0,0,0,0
"896",90138902006,"1500000US090138902006",0,0,0,0,0,0
"897",90135281002,"1500000US090135281002",0,0,0,0,0,0
"898",90135281001,"1500000US090135281001",0,0,0,0,0,0
"899",90135291002,"1500000US090135291002",0,0,0,0,0,0
"900",90135291004,"1500000US090135291004",0,0,0,0,0,0
"901",90135291001,"1500000US090135291001",26.75,1099.4,1,1,1072.65,0
"902",90135291003,"1500000US090135291003",0,0,0,0,0,0
"903",90135305002,"1500000US090135305002",0,0,0,0,0,0
"904",90138601003,"1500000US090138601003",0,0,0,0,0,0
"905",90138601004,"1500000US090138601004",0,0,0,0,0,0
"906",90138601002,"1500000US090138601002",0,0,0,0,0,0
"907",90138601001,"1500000US090138601001",0,0,0,0,0,0
"908",90138501001,"1500000US090138501001",0,0,0,0,0,0
"909",90158301004,"1500000US090158301004",0,0,0,0,0,0
"910",90158301003,"1500000US090158301003",0,0,0,0,0,0
