"","GEOID2","GEOID","GEO_label","total.x","under_50","from_50_to_75","from_75_to_99","from_100_to_124","from_125_to_149","from_150_to_174","from_175_to_184","from_185_to_199","from_200_up","below_200","fraction_below_200","over_30_under_200","total.y","not_Hispanic_or_Latino","non_HL_white","non_HL_Black","non_HL_AIAN","non_HL_Asian","non_HL_NHOPI","non_HL_other","non_HL_2_plus","HL","HL_white","HL_Black","HL_AIAN","HL_Asian","HL_NHOPI","HL_other","HL_2_plus","percent_white","percent_Black","percent_HL","percent_AIAN","percent_Asian","percent_NHOPI","percent_other"
"101","090010214003","1500000US090010214003","Block Group 3, Census Tract 214, Fairfield County, Connecticut",1170,141,54,64,71,52,71,0,66,651,519,0.44359,"yes",1170,663,279,314,0,60,0,0,10,507,291,0,0,0,0,216,0,0.23846,0.26838,0.43333,0,0.05128,0,0
"102","090010214005","1500000US090010214005","Block Group 5, Census Tract 214, Fairfield County, Connecticut",2548,196,29,59,50,99,91,74,24,1926,622,0.24411,"no",2632,1897,1019,597,17,82,0,0,182,735,236,30,0,0,0,383,86,0.38716,0.22682,0.27926,0.00646,0.03116,0,0
"103","090010215001","1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0.44668,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0.20049,0.25411,0.54174,0.00366,0,0,0
"104","090010215002","1500000US090010215002","Block Group 2, Census Tract 215, Fairfield County, Connecticut",1702,102,34,100,83,245,57,108,104,869,833,0.48942,"yes",1702,1101,76,974,0,25,0,0,26,601,390,9,0,0,0,118,84,0.04465,0.57227,0.35311,0,0.01469,0,0
"105","090010215003","1500000US090010215003","Block Group 3, Census Tract 215, Fairfield County, Connecticut",1812,97,84,59,140,135,152,103,20,1022,790,0.43598,"yes",1812,1047,259,684,51,0,0,43,10,765,357,52,0,0,0,335,21,0.14294,0.37748,0.42219,0.02815,0,0,0.02373
"106","090010215004","1500000US090010215004","Block Group 4, Census Tract 215, Fairfield County, Connecticut",1763,85,77,109,123,73,89,48,70,1089,674,0.3823,"yes",1763,1143,129,992,22,0,0,0,0,620,162,23,0,0,0,341,94,0.07317,0.56268,0.35167,0.01248,0,0,0
"107","090010216001","1500000US090010216001","Block Group 1, Census Tract 216, Fairfield County, Connecticut",1293,29,65,17,39,11,44,88,42,958,335,0.25909,"no",1293,1088,584,108,0,396,0,0,0,205,135,0,0,0,0,70,0,0.45166,0.08353,0.15855,0,0.30626,0,0
"108","090010216002","1500000US090010216002","Block Group 2, Census Tract 216, Fairfield County, Connecticut",1428,68,27,0,142,0,57,0,0,1134,294,0.20588,"no",1485,1309,645,426,0,178,0,0,60,176,117,0,0,0,0,48,11,0.43434,0.28687,0.11852,0,0.11987,0,0
"109","090010216003","1500000US090010216003","Block Group 3, Census Tract 216, Fairfield County, Connecticut",1041,26,28,9,9,38,24,0,40,867,174,0.16715,"no",1041,774,640,28,0,71,0,9,26,267,185,0,0,0,0,72,10,0.61479,0.0269,0.25648,0,0.0682,0,0.00865
"110","090010216004","1500000US090010216004","Block Group 4, Census Tract 216, Fairfield County, Connecticut",2524,141,9,39,53,151,118,16,10,1987,537,0.21276,"no",2524,2194,1599,135,0,412,0,0,48,330,103,0,0,14,0,179,34,0.63352,0.05349,0.13074,0,0.16323,0,0
"111","090010217001","1500000US090010217001","Block Group 1, Census Tract 217, Fairfield County, Connecticut",1421,60,31,39,55,24,181,108,30,893,528,0.37157,"yes",1421,1111,513,429,0,54,0,9,106,310,103,0,0,0,0,137,70,0.36101,0.3019,0.21816,0,0.038,0,0.00633
"112","090010217002","1500000US090010217002","Block Group 2, Census Tract 217, Fairfield County, Connecticut",527,0,0,0,38,32,55,0,31,371,156,0.29602,"no",527,359,12,292,0,0,0,0,55,168,98,0,0,0,0,70,0,0.02277,0.55408,0.31879,0,0,0,0
"113","090010217003","1500000US090010217003","Block Group 3, Census Tract 217, Fairfield County, Connecticut",1243,86,16,44,67,29,48,18,135,800,443,0.3564,"yes",1243,928,716,12,0,120,0,0,80,315,278,0,0,0,0,37,0,0.57603,0.00965,0.25342,0,0.09654,0,0
"114","090010217004","1500000US090010217004","Block Group 4, Census Tract 217, Fairfield County, Connecticut",1781,116,0,25,13,40,75,39,38,1435,346,0.19427,"no",1781,1556,1001,281,0,261,0,0,13,225,131,0,0,0,0,47,47,0.56204,0.15778,0.12633,0,0.14655,0,0
"115","090010217005","1500000US090010217005","Block Group 5, Census Tract 217, Fairfield County, Connecticut",1005,19,88,9,77,16,32,42,23,699,306,0.30448,"yes",1005,901,628,122,0,112,0,23,16,104,8,0,0,0,0,96,0,0.62488,0.12139,0.10348,0,0.11144,0,0.02289
"116","090010218011","1500000US090010218011","Block Group 1, Census Tract 218.01, Fairfield County, Connecticut",764,32,0,0,0,45,20,34,50,583,181,0.23691,"no",764,655,497,113,0,45,0,0,0,109,27,5,0,0,0,77,0,0.65052,0.14791,0.14267,0,0.0589,0,0
"117","090010218012","1500000US090010218012","Block Group 2, Census Tract 218.01, Fairfield County, Connecticut",2161,48,3,17,34,155,83,0,29,1792,369,0.17075,"no",2236,1937,1358,253,0,264,0,0,62,299,207,0,0,0,0,61,31,0.60733,0.11315,0.13372,0,0.11807,0,0
"118","090010218013","1500000US090010218013","Block Group 3, Census Tract 218.01, Fairfield County, Connecticut",1244,35,5,0,42,11,77,15,11,1048,196,0.15756,"no",1274,1169,983,132,0,35,0,0,19,105,62,0,0,0,0,43,0,0.77159,0.10361,0.08242,0,0.02747,0,0
"119","090010218021","1500000US090010218021","Block Group 1, Census Tract 218.02, Fairfield County, Connecticut",1618,24,0,0,37,12,62,0,10,1473,145,0.08962,"no",1796,1629,1424,124,0,71,0,0,10,167,167,0,0,0,0,0,0,0.79287,0.06904,0.09298,0,0.03953,0,0
"120","090010218022","1500000US090010218022","Block Group 2, Census Tract 218.02, Fairfield County, Connecticut",1964,156,27,80,47,33,152,29,98,1342,622,0.3167,"yes",1964,1330,762,394,0,137,0,0,37,634,215,27,0,0,0,359,33,0.38798,0.20061,0.32281,0,0.06976,0,0
"121","090010218023","1500000US090010218023","Block Group 3, Census Tract 218.02, Fairfield County, Connecticut",1843,136,60,54,88,162,60,100,33,1150,693,0.37602,"yes",1846,1331,172,930,0,85,0,0,144,515,216,90,0,0,0,209,0,0.09317,0.50379,0.27898,0,0.04605,0,0
"122","090010219001","1500000US090010219001","Block Group 1, Census Tract 219, Fairfield County, Connecticut",919,5,0,0,16,0,73,85,7,733,186,0.20239,"no",932,879,753,103,0,0,0,10,13,53,39,0,0,0,0,14,0,0.80794,0.11052,0.05687,0,0,0,0.01073
"123","090010219002","1500000US090010219002","Block Group 2, Census Tract 219, Fairfield County, Connecticut",1139,10,0,0,34,0,14,9,59,1013,126,0.11062,"no",1139,895,812,0,0,83,0,0,0,244,223,0,0,0,0,21,0,0.71291,0,0.21422,0,0.07287,0,0
"124","090010219003","1500000US090010219003","Block Group 3, Census Tract 219, Fairfield County, Connecticut",1840,117,0,31,10,12,35,66,45,1524,316,0.17174,"no",1851,1473,1294,0,0,130,0,0,49,378,157,0,0,0,0,181,40,0.69908,0,0.20421,0,0.07023,0,0
"125","090010219004","1500000US090010219004","Block Group 4, Census Tract 219, Fairfield County, Connecticut",1424,0,0,0,0,14,41,33,23,1313,111,0.07795,"no",1424,1291,1102,97,0,81,0,0,11,133,122,0,11,0,0,0,0,0.77388,0.06812,0.0934,0,0.05688,0,0
"126","090010220001","1500000US090010220001","Block Group 1, Census Tract 220, Fairfield County, Connecticut",1730,29,16,9,8,24,81,40,11,1512,218,0.12601,"no",1730,1556,1308,151,0,86,0,0,11,174,104,0,0,0,0,57,13,0.75607,0.08728,0.10058,0,0.04971,0,0
"127","090010220002","1500000US090010220002","Block Group 2, Census Tract 220, Fairfield County, Connecticut",1078,67,95,0,61,203,22,0,59,571,507,0.47032,"yes",1078,741,126,599,0,0,0,0,16,337,215,12,0,0,0,110,0,0.11688,0.55566,0.31262,0,0,0,0
"128","090010221001","1500000US090010221001","Block Group 1, Census Tract 221, Fairfield County, Connecticut",3183,265,13,78,154,134,136,53,184,2166,1017,0.31951,"yes",3334,1819,726,816,0,189,0,12,76,1515,839,40,22,0,0,539,75,0.21776,0.24475,0.45441,0,0.05669,0,0.0036
"129","090010221002","1500000US090010221002","Block Group 2, Census Tract 221, Fairfield County, Connecticut",2390,150,58,6,116,131,94,16,12,1807,583,0.24393,"no",2390,1656,1300,192,0,121,0,0,43,734,473,0,0,0,0,242,19,0.54393,0.08033,0.30711,0,0.05063,0,0
"130","090010221003","1500000US090010221003","Block Group 3, Census Tract 221, Fairfield County, Connecticut",1209,41,28,69,73,58,39,18,8,875,334,0.27626,"no",1215,1052,944,100,0,8,0,0,0,163,89,0,0,0,0,74,0,0.77695,0.0823,0.13416,0,0.00658,0,0
"131","090010222001","1500000US090010222001","Block Group 1, Census Tract 222, Fairfield County, Connecticut",1221,146,30,129,145,81,68,37,15,570,651,0.53317,"yes",1221,650,175,417,0,0,0,0,58,571,221,19,0,0,0,249,82,0.14333,0.34152,0.46765,0,0,0,0
"132","090010222002","1500000US090010222002","Block Group 2, Census Tract 222, Fairfield County, Connecticut",1829,291,119,191,90,153,81,73,8,823,1006,0.55003,"yes",1854,870,400,407,0,0,0,16,47,984,345,0,0,0,0,564,75,0.21575,0.21953,0.53074,0,0,0,0.00863
"133","090010223001","1500000US090010223001","Block Group 1, Census Tract 223, Fairfield County, Connecticut",1874,127,61,49,148,134,93,30,0,1232,642,0.34258,"yes",1894,1128,508,526,47,22,0,0,25,766,398,70,0,0,0,185,113,0.26822,0.27772,0.40444,0.02482,0.01162,0,0
"134","090010223002","1500000US090010223002","Block Group 2, Census Tract 223, Fairfield County, Connecticut",1346,32,0,15,0,27,6,0,23,1243,103,0.07652,"no",1346,1161,849,242,0,70,0,0,0,185,140,26,12,0,0,0,7,0.63076,0.17979,0.13744,0,0.05201,0,0
"135","090010223003","1500000US090010223003","Block Group 3, Census Tract 223, Fairfield County, Connecticut",1558,124,80,86,77,72,308,23,116,672,886,0.56868,"yes",1596,1212,88,1068,0,8,0,11,37,384,77,31,0,3,0,236,37,0.05514,0.66917,0.2406,0,0.00501,0,0.00689
"136","090010224001","1500000US090010224001","Block Group 1, Census Tract 224, Fairfield County, Connecticut",1437,69,72,11,36,8,37,0,36,1168,269,0.1872,"no",1437,1376,1265,57,0,54,0,0,0,61,23,0,0,0,0,0,38,0.88031,0.03967,0.04245,0,0.03758,0,0
"137","090010224002","1500000US090010224002","Block Group 2, Census Tract 224, Fairfield County, Connecticut",990,8,0,0,9,0,0,37,0,936,54,0.05455,"no",990,990,950,0,0,13,0,0,27,0,0,0,0,0,0,0,0,0.9596,0,0,0,0.01313,0,0
"138","090010301001","1500000US090010301001","Block Group 1, Census Tract 301, Fairfield County, Connecticut",1850,11,38,29,23,0,40,53,0,1656,194,0.10486,"no",1850,1810,1740,8,0,50,0,0,12,40,40,0,0,0,0,0,0,0.94054,0.00432,0.02162,0,0.02703,0,0
"139","090010301002","1500000US090010301002","Block Group 2, Census Tract 301, Fairfield County, Connecticut",1601,7,0,5,6,25,37,5,0,1516,85,0.05309,"no",1601,1530,1515,0,0,0,0,0,15,71,48,5,0,0,0,13,5,0.94628,0,0.04435,0,0,0,0
"140","090010302001","1500000US090010302001","Block Group 1, Census Tract 302, Fairfield County, Connecticut",1091,40,0,0,0,0,0,0,0,1051,40,0.03666,"no",1091,1076,1017,0,0,59,0,0,0,15,6,0,0,0,0,0,9,0.93217,0,0.01375,0,0.05408,0,0
"141","090010302002","1500000US090010302002","Block Group 2, Census Tract 302, Fairfield County, Connecticut",1252,32,0,16,7,14,0,7,0,1176,76,0.0607,"no",1365,1353,1265,28,0,60,0,0,0,12,6,0,0,0,0,0,6,0.92674,0.02051,0.00879,0,0.04396,0,0
"142","090010302003","1500000US090010302003","Block Group 3, Census Tract 302, Fairfield County, Connecticut",922,0,0,0,24,0,0,0,7,891,31,0.03362,"no",922,922,907,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0.98373,0,0,0.00759,0,0,0
"143","090010303001","1500000US090010303001","Block Group 1, Census Tract 303, Fairfield County, Connecticut",1184,16,0,36,0,7,9,11,14,1091,93,0.07855,"no",1184,1184,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"144","090010303002","1500000US090010303002","Block Group 2, Census Tract 303, Fairfield County, Connecticut",673,13,0,0,42,7,0,0,0,611,62,0.09212,"no",673,660,636,6,5,13,0,0,0,13,13,0,0,0,0,0,0,0.94502,0.00892,0.01932,0.00743,0.01932,0,0
"145","090010303003","1500000US090010303003","Block Group 3, Census Tract 303, Fairfield County, Connecticut",1397,9,0,0,0,7,0,0,0,1381,16,0.01145,"no",1397,1397,1290,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0.92341,0,0,0,0.07659,0,0
"146","090010303004","1500000US090010303004","Block Group 4, Census Tract 303, Fairfield County, Connecticut",803,0,0,0,8,5,12,0,0,778,25,0.03113,"no",803,803,795,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99004,0.00996,0,0,0,0,0
"147","090010304001","1500000US090010304001","Block Group 1, Census Tract 304, Fairfield County, Connecticut",1302,8,0,0,33,10,22,33,16,1180,122,0.0937,"no",1302,1279,1220,0,0,59,0,0,0,23,23,0,0,0,0,0,0,0.93702,0,0.01767,0,0.04531,0,0
"148","090010304002","1500000US090010304002","Block Group 2, Census Tract 304, Fairfield County, Connecticut",1330,18,0,8,0,35,38,0,0,1231,99,0.07444,"no",1330,1308,1212,0,0,96,0,0,0,22,22,0,0,0,0,0,0,0.91128,0,0.01654,0,0.07218,0,0
"149","090010304003","1500000US090010304003","Block Group 3, Census Tract 304, Fairfield County, Connecticut",760,12,0,0,0,0,0,0,0,748,12,0.01579,"no",760,744,687,6,6,45,0,0,0,16,16,0,0,0,0,0,0,0.90395,0.00789,0.02105,0.00789,0.05921,0,0
"150","090010305001","1500000US090010305001","Block Group 1, Census Tract 305, Fairfield County, Connecticut",2501,63,8,0,0,16,8,27,23,2356,145,0.05798,"no",2501,2419,2362,15,0,42,0,0,0,82,61,0,0,0,8,13,0,0.94442,0.006,0.03279,0,0.01679,0,0
"151","090010305002","1500000US090010305002","Block Group 2, Census Tract 305, Fairfield County, Connecticut",1235,7,0,0,0,39,0,0,0,1189,46,0.03725,"no",1235,1220,1165,0,0,22,0,0,33,15,15,0,0,0,0,0,0,0.94332,0,0.01215,0,0.01781,0,0
"152","090010305004","1500000US090010305004","Block Group 4, Census Tract 305, Fairfield County, Connecticut",1593,6,0,9,0,5,19,0,0,1554,39,0.02448,"no",1593,1581,1473,6,0,49,0,0,53,12,4,8,0,0,0,0,0,0.92467,0.00377,0.00753,0,0.03076,0,0
"153","090010351001","1500000US090010351001","Block Group 1, Census Tract 351, Fairfield County, Connecticut",1833,24,0,39,17,8,17,8,0,1720,113,0.06165,"no",1833,1784,1663,28,0,84,9,0,0,49,49,0,0,0,0,0,0,0.90726,0.01528,0.02673,0,0.04583,0.00491,0
"154","090010351002","1500000US090010351002","Block Group 2, Census Tract 351, Fairfield County, Connecticut",1319,19,0,17,12,7,69,0,23,1172,147,0.11145,"no",1319,1216,1091,65,0,23,0,21,16,103,93,10,0,0,0,0,0,0.82714,0.04928,0.07809,0,0.01744,0,0.01592
"155","090010351003","1500000US090010351003","Block Group 3, Census Tract 351, Fairfield County, Connecticut",1394,11,0,0,25,21,39,10,15,1273,121,0.0868,"no",1394,1394,1375,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0.98637,0,0,0,0.01363,0,0
"156","090010351004","1500000US090010351004","Block Group 4, Census Tract 351, Fairfield County, Connecticut",1134,12,0,8,0,0,0,8,0,1106,28,0.02469,"no",1134,1134,1061,0,0,40,0,0,33,0,0,0,0,0,0,0,0,0.93563,0,0,0,0.03527,0,0
"157","090010351005","1500000US090010351005","Block Group 5, Census Tract 351, Fairfield County, Connecticut",1166,12,0,0,0,0,7,0,19,1128,38,0.03259,"no",1166,1135,1110,0,0,25,0,0,0,31,31,0,0,0,0,0,0,0.95197,0,0.02659,0,0.02144,0,0
"158","090010352001","1500000US090010352001","Block Group 1, Census Tract 352, Fairfield County, Connecticut",1518,60,13,33,27,1,0,0,0,1384,134,0.08827,"no",1518,1436,1405,0,0,31,0,0,0,82,82,0,0,0,0,0,0,0.92556,0,0.05402,0,0.02042,0,0
"159","090010352002","1500000US090010352002","Block Group 2, Census Tract 352, Fairfield County, Connecticut",1877,30,0,0,17,0,0,13,0,1817,60,0.03197,"no",1884,1856,1843,0,0,13,0,0,0,28,14,0,0,0,0,14,0,0.97824,0,0.01486,0,0.0069,0,0
"160","090010353001","1500000US090010353001","Block Group 1, Census Tract 353, Fairfield County, Connecticut",1518,4,4,0,6,0,8,0,0,1496,22,0.01449,"no",1589,1548,1498,0,0,30,0,0,20,41,41,0,0,0,0,0,0,0.94273,0,0.0258,0,0.01888,0,0
"161","090010353002","1500000US090010353002","Block Group 2, Census Tract 353, Fairfield County, Connecticut",2415,16,12,13,4,84,0,38,0,2248,167,0.06915,"no",2420,2370,2343,19,0,8,0,0,0,50,42,0,0,0,0,0,8,0.96818,0.00785,0.02066,0,0.00331,0,0
"162","090010354001","1500000US090010354001","Block Group 1, Census Tract 354, Fairfield County, Connecticut",1237,21,0,0,0,9,0,0,0,1207,30,0.02425,"no",1237,1215,1160,20,16,0,0,0,19,22,22,0,0,0,0,0,0,0.93775,0.01617,0.01778,0.01293,0,0,0
"163","090010354002","1500000US090010354002","Block Group 2, Census Tract 354, Fairfield County, Connecticut",1976,48,47,16,62,0,62,0,0,1741,235,0.11893,"no",1994,1987,1909,7,10,61,0,0,0,7,7,0,0,0,0,0,0,0.95737,0.00351,0.00351,0.00502,0.03059,0,0
"164","090010354003","1500000US090010354003","Block Group 3, Census Tract 354, Fairfield County, Connecticut",1179,8,0,0,0,0,6,12,0,1153,26,0.02205,"no",1179,1179,1135,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0.96268,0,0,0,0.03732,0,0
"165","090010354009","1500000US090010354009","Block Group 9, Census Tract 354, Fairfield County, Connecticut",728,17,0,0,0,37,8,0,0,666,62,0.08516,"no",728,728,711,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0.97665,0,0,0,0,0,0
"166","090010425001","1500000US090010425001","Block Group 1, Census Tract 425, Fairfield County, Connecticut",1431,16,0,0,21,22,0,0,5,1367,64,0.04472,"no",1431,1409,1269,100,0,40,0,0,0,22,11,0,0,0,0,11,0,0.88679,0.06988,0.01537,0,0.02795,0,0
"167","090010425002","1500000US090010425002","Block Group 2, Census Tract 425, Fairfield County, Connecticut",1068,19,0,6,6,0,0,6,0,1031,37,0.03464,"no",1068,1061,981,11,0,21,0,7,41,7,7,0,0,0,0,0,0,0.91854,0.0103,0.00655,0,0.01966,0,0.00655
"168","090010425003","1500000US090010425003","Block Group 3, Census Tract 425, Fairfield County, Connecticut",1195,22,0,0,7,21,20,0,0,1125,70,0.05858,"no",1195,1195,1117,36,15,0,0,0,27,0,0,0,0,0,0,0,0,0.93473,0.03013,0,0.01255,0,0,0
"169","090010426001","1500000US090010426001","Block Group 1, Census Tract 426, Fairfield County, Connecticut",1257,24,59,27,20,0,7,11,0,1109,148,0.11774,"no",1257,1257,1192,39,0,17,0,9,0,0,0,0,0,0,0,0,0,0.94829,0.03103,0,0,0.01352,0,0.00716
"170","090010426002","1500000US090010426002","Block Group 2, Census Tract 426, Fairfield County, Connecticut",1002,3,0,0,8,14,0,0,0,977,25,0.02495,"no",1002,927,859,45,0,23,0,0,0,75,75,0,0,0,0,0,0,0.85729,0.04491,0.07485,0,0.02295,0,0
"171","090010426003","1500000US090010426003","Block Group 3, Census Tract 426, Fairfield County, Connecticut",572,16,0,13,0,0,18,0,16,509,63,0.11014,"no",572,572,477,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0.83392,0,0,0,0.16608,0,0
"172","090010426004","1500000US090010426004","Block Group 4, Census Tract 426, Fairfield County, Connecticut",1087,30,17,10,20,7,13,11,7,972,115,0.1058,"no",1087,899,741,127,0,31,0,0,0,188,91,0,6,0,0,49,42,0.68169,0.11684,0.17295,0,0.02852,0,0
"173","090010427001","1500000US090010427001","Block Group 1, Census Tract 427, Fairfield County, Connecticut",1525,7,7,23,0,26,14,0,10,1438,87,0.05705,"no",1525,1436,1239,109,13,64,0,4,7,89,45,0,0,0,0,22,22,0.81246,0.07148,0.05836,0.00852,0.04197,0,0.00262
"174","090010427002","1500000US090010427002","Block Group 2, Census Tract 427, Fairfield County, Connecticut",1902,28,5,17,8,125,40,5,6,1668,234,0.12303,"no",1902,1644,1436,84,0,86,0,0,38,258,95,0,6,0,0,148,9,0.75499,0.04416,0.13565,0,0.04522,0,0
"175","090010427003","1500000US090010427003","Block Group 3, Census Tract 427, Fairfield County, Connecticut",724,11,0,29,0,0,0,0,0,684,40,0.05525,"no",873,873,853,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97709,0.02291,0,0,0,0,0
"176","090010428001","1500000US090010428001","Block Group 1, Census Tract 428, Fairfield County, Connecticut",1214,14,19,0,17,23,8,11,7,1115,99,0.08155,"no",1272,1188,1095,83,10,0,0,0,0,84,47,0,0,0,0,33,4,0.86085,0.06525,0.06604,0.00786,0,0,0
"177","090010428002","1500000US090010428002","Block Group 2, Census Tract 428, Fairfield County, Connecticut",1211,40,27,16,40,27,12,0,0,1049,162,0.13377,"no",1211,1103,974,51,0,78,0,0,0,108,103,0,0,0,0,5,0,0.80429,0.04211,0.08918,0,0.06441,0,0
"178","090010428003","1500000US090010428003","Block Group 3, Census Tract 428, Fairfield County, Connecticut",1098,40,0,8,7,5,44,0,0,994,104,0.09472,"no",1105,1003,935,34,13,0,0,0,21,102,43,0,0,0,0,46,13,0.84615,0.03077,0.09231,0.01176,0,0,0
"179","090010428004","1500000US090010428004","Block Group 4, Census Tract 428, Fairfield County, Connecticut",913,0,6,0,0,28,0,15,13,851,62,0.06791,"no",913,843,652,113,0,78,0,0,0,70,58,0,0,0,0,12,0,0.71413,0.12377,0.07667,0,0.08543,0,0
"180","090010429001","1500000US090010429001","Block Group 1, Census Tract 429, Fairfield County, Connecticut",829,8,23,0,5,28,0,0,0,765,64,0.0772,"no",838,802,767,0,0,21,0,0,14,36,26,0,0,0,0,0,10,0.91527,0,0.04296,0,0.02506,0,0
"181","090010429002","1500000US090010429002","Block Group 2, Census Tract 429, Fairfield County, Connecticut",735,18,0,5,0,0,10,8,0,694,41,0.05578,"no",743,672,665,0,0,0,0,0,7,71,39,0,0,0,0,32,0,0.89502,0,0.09556,0,0,0,0
"182","090010430001","1500000US090010430001","Block Group 1, Census Tract 430, Fairfield County, Connecticut",1092,15,3,0,0,0,0,0,0,1074,18,0.01648,"no",1092,1092,1018,3,0,60,0,0,11,0,0,0,0,0,0,0,0,0.93223,0.00275,0,0,0.05495,0,0
"183","090010430002","1500000US090010430002","Block Group 2, Census Tract 430, Fairfield County, Connecticut",798,0,54,13,5,10,15,0,9,692,106,0.13283,"no",798,744,605,107,0,32,0,0,0,54,18,7,0,0,0,29,0,0.75815,0.13409,0.06767,0,0.0401,0,0
"184","090010430003","1500000US090010430003","Block Group 3, Census Tract 430, Fairfield County, Connecticut",1130,7,16,5,0,34,33,12,0,1023,107,0.09469,"no",1130,1076,959,82,0,35,0,0,0,54,47,0,0,0,0,7,0,0.84867,0.07257,0.04779,0,0.03097,0,0
"185","090010431001","1500000US090010431001","Block Group 1, Census Tract 431, Fairfield County, Connecticut",1087,6,5,43,0,6,6,14,0,1007,80,0.0736,"no",1087,1067,1002,0,3,57,0,0,5,20,20,0,0,0,0,0,0,0.9218,0,0.0184,0.00276,0.05244,0,0
"186","090010431002","1500000US090010431002","Block Group 2, Census Tract 431, Fairfield County, Connecticut",479,0,17,7,0,0,0,0,0,455,24,0.0501,"no",479,466,437,22,0,0,0,0,7,13,13,0,0,0,0,0,0,0.91232,0.04593,0.02714,0,0,0,0
"187","090010431003","1500000US090010431003","Block Group 3, Census Tract 431, Fairfield County, Connecticut",1334,10,0,0,18,23,28,23,0,1232,102,0.07646,"no",1334,1260,1116,96,0,33,0,0,15,74,50,0,0,0,0,24,0,0.83658,0.07196,0.05547,0,0.02474,0,0
