Program, Transaction ID, Transaction Total, Transaction Type, Facility Name (Transferor), Account Number (Transferor), Account Name (Transferor), Facility ID (Transferor), State (Transferor), EPA Region (Transferor), Source Category (Transferor), Owner (Transferor), Representative (Transferor), Facility Name (Transferee), Account Number (Transferee), Account Name (Transferee), Facility ID (Transferee), State (Transferee), EPA Region (Transferee), Source Category (Transferee), Owner (Transferee), Representative (Transferee), Transaction Date, Allowance Vintage Year, Serial Number Start, Serial Number End, Block Totals
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2010","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2011","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2011","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2012","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2012","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2013","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2013","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2014","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2014","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2015","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2015","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2016","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2016","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2017","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2017","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2018","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2018","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2019","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2019","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2020","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2020","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2021","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2021","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2022","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2022","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2023","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2023","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2024","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2024","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2025","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2025","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2026","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2026","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2027","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2027","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2028","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2028","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2029","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2029","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2030","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2030","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2031","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2031","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2032","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2032","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2033","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2033","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2034","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2034","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2035","957948","969406","11459",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2035","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2036","679644","679685","42",
"ARP","126431","351059","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB3","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2036","957948","969406","11459",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2006","995264","995461","198",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2007","1392623","1392661","39",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2007","9439403","9439403","1",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2007","990775","995461","4687",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2008","1392623","1392661","39",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2008","9439403","9439403","1",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2008","990775","995461","4687",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2009","990775","995461","4687",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2009","9439403","9439403","1",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2009","1392623","1392661","39",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2010","679627","679643","17",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2010","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2011","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2011","679627","679643","17",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2012","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2012","679627","679643","17",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2013","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2013","679627","679643","17",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2014","679627","679643","17",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2014","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2015","679627","679643","17",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2015","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2016","679627","679643","17",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2016","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2017","679627","679643","17",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2017","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2018","679627","679643","17",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2018","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2019","679627","679643","17",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2019","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2020","679627","679643","17",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2020","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2021","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2021","679627","679643","17",
