Program, Transaction ID, Transaction Total, Transaction Type, Facility Name (Transferor), Account Number (Transferor), Account Name (Transferor), Facility ID (Transferor), State (Transferor), EPA Region (Transferor), Source Category (Transferor), Owner (Transferor), Representative (Transferor), Facility Name (Transferee), Account Number (Transferee), Account Name (Transferee), Facility ID (Transferee), State (Transferee), EPA Region (Transferee), Source Category (Transferee), Owner (Transferee), Representative (Transferee), Transaction Date, Allowance Vintage Year, Serial Number Start, Serial Number End, Block Totals
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2022","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2022","679627","679643","17",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2023","679627","679643","17",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2023","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2024","679627","679643","17",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2024","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2025","679627","679643","17",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2025","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2026","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2026","679627","679643","17",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2027","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2027","679627","679643","17",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2028","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2028","679627","679643","17",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2029","679627","679643","17",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2029","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2030","679627","679643","17",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2030","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2031","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2031","679627","679643","17",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2032","679627","679643","17",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2032","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2033","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2033","679627","679643","17",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2034","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2034","679627","679643","17",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2035","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2035","679627","679643","17",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2036","953230","957947","4718",
"ARP","127252","142224","Transfer from Legacy System","Bridgeport Harbor Station","00056800BHB2","Bridgeport Harbor Station","568","CT","1","Electric Utility","PSEG",,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","12/02/2006","2036","679627","679643","17",
"ARP","129857","500","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Christine T Neely (1903)",,"999900000176","PSEG Fossil LLC.",,,,,"Public Service Electric and Gas Company<br>PSEG","Stania Cortright (1043)","02/20/2007","2006","1000757","1001256","500",
"ARP","129966","2895","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Christine T Neely (1903)",,"999900000533","CT State SO2 Retirement Account",,,,,,"Chris Nelson (1623)","02/21/2007","2006","1001257","1003953","2697",
"ARP","129966","2895","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Christine T Neely (1903)",,"999900000533","CT State SO2 Retirement Account",,,,,,"Chris Nelson (1623)","02/21/2007","2006","995264","995461","198",
"ARP","129967","8000","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Christine T Neely (1903)",,"999900000526","PSEG Energy Resources & Trade LLC",,,,,"PSEG","Sam Mathay (602701)","02/21/2007","2007","995462","1003461","8000",
"ARP","131169","2885","Emissions Deduction","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)",,"000000000039","Retirement Deductions",,,,,,,"05/15/2007","2006","1003954","1006838","2885",
"ARP","132402","8","Initial Allocation",,"000000000009","Initial Allocation Reserve",,,,,,,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","05/28/2007","2037","679619","679626","8",
"ARP","132403","17","Initial Allocation",,"000000000009","Initial Allocation Reserve",,,,,,,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","05/28/2007","2037","679627","679643","17",
"ARP","132404","42","Initial Allocation",,"000000000009","Initial Allocation Reserve",,,,,,,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","05/28/2007","2037","679644","679685","42",
"ARP","132662","2074","Initial Allocation",,"000000000009","Initial Allocation Reserve",,,,,,,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","05/28/2007","2037","951156","953229","2074",
"ARP","132663","4718","Initial Allocation",,"000000000009","Initial Allocation Reserve",,,,,,,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","05/28/2007","2037","953230","957947","4718",
"ARP","132664","11459","Initial Allocation",,"000000000009","Initial Allocation Reserve",,,,,,,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)","05/28/2007","2037","957948","969406","11459",
"ARP","137715","1500","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Mark F Strickland (603622)","Keystone","003136FACLTY","Keystone","3136","PA","3",,"Exelon Generation Company LLC<br>PSEG<br>PPL Generation, LLC<br>Constellation Energy Commodities Group, Inc.<br>Keystone Power LLC<br>Reliant Energy Mid-Atlantic Power Holdings, LLC<br>Duquesne Keystone LLC","John D Furstenwerth (602104)","12/04/2007","2007","988714","990213","1500",
"ARP","139552","2744","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Mark F Strickland (603622)",,"999900000533","CT State SO2 Retirement Account",,,,,,"Chris Nelson (1623)","02/27/2008","2006","1006839","1006845","7",
"ARP","139552","2744","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Mark F Strickland (603622)",,"999900000533","CT State SO2 Retirement Account",,,,,,"Chris Nelson (1623)","02/27/2008","2007","9439402","9439402","1",
"ARP","139552","2744","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Mark F Strickland (603622)",,"999900000533","CT State SO2 Retirement Account",,,,,,"Chris Nelson (1623)","02/27/2008","2007","1003462","1005482","2021",
"ARP","139552","2744","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Mark F Strickland (603622)",,"999900000533","CT State SO2 Retirement Account",,,,,,"Chris Nelson (1623)","02/27/2008","2007","9439404","9439407","4",
"ARP","139552","2744","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Mark F Strickland (603622)",,"999900000533","CT State SO2 Retirement Account",,,,,,"Chris Nelson (1623)","02/27/2008","2007","990214","990774","561",
"ARP","139552","2744","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Mark F Strickland (603622)",,"999900000533","CT State SO2 Retirement Account",,,,,,"Chris Nelson (1623)","02/27/2008","2007","1392662","1392754","93",
"ARP","139552","2744","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Mark F Strickland (603622)",,"999900000533","CT State SO2 Retirement Account",,,,,,"Chris Nelson (1623)","02/27/2008","2007","1392623","1392661","39",
"ARP","139552","2744","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Mark F Strickland (603622)",,"999900000533","CT State SO2 Retirement Account",,,,,,"Chris Nelson (1623)","02/27/2008","2007","1392606","1392622","17",
"ARP","139552","2744","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Mark F Strickland (603622)",,"999900000533","CT State SO2 Retirement Account",,,,,,"Chris Nelson (1623)","02/27/2008","2007","9439403","9439403","1",
"ARP","140221","2744","Emissions Deduction","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)",,"000000000039","Retirement Deductions",,,,,,,"05/01/2008","2007","1005483","1006845","1363",
"ARP","140221","2744","Emissions Deduction","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Robert T Parnell (1436)",,"000000000039","Retirement Deductions",,,,,,,"05/01/2008","2007","990775","992155","1381",
"ARP","141866","8","Initial Allocation",,"000000000009","Initial Allocation Reserve",,,,,,,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Karl Wintermeyer (604377)","07/31/2008","2038","679619","679626","8",
"ARP","141867","17","Initial Allocation",,"000000000009","Initial Allocation Reserve",,,,,,,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Karl Wintermeyer (604377)","07/31/2008","2038","679627","679643","17",
"ARP","141868","42","Initial Allocation",,"000000000009","Initial Allocation Reserve",,,,,,,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Karl Wintermeyer (604377)","07/31/2008","2038","679644","679685","42",
"ARP","142127","2074","Initial Allocation",,"000000000009","Initial Allocation Reserve",,,,,,,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Karl Wintermeyer (604377)","07/31/2008","2038","951156","953229","2074",
"ARP","142128","4718","Initial Allocation",,"000000000009","Initial Allocation Reserve",,,,,,,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Karl Wintermeyer (604377)","07/31/2008","2038","953230","957947","4718",
"ARP","142129","11459","Initial Allocation",,"000000000009","Initial Allocation Reserve",,,,,,,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Karl Wintermeyer (604377)","07/31/2008","2038","957948","969406","11459",
"ARP","148234","2974","Emissions Deduction","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Karl Wintermeyer (604377)",,"000000000039","Retirement Deductions",,,,,,,"05/28/2009","2007","992156","995129","2974",
"ARP","149364","8","Initial Allocation",,"000000000009","Initial Allocation Reserve",,,,,,,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Karl Wintermeyer (604377)","06/10/2009","2039","679619","679626","8",
"ARP","149365","17","Initial Allocation",,"000000000009","Initial Allocation Reserve",,,,,,,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Karl Wintermeyer (604377)","06/10/2009","2039","679627","679643","17",
"ARP","149366","42","Initial Allocation",,"000000000009","Initial Allocation Reserve",,,,,,,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Karl Wintermeyer (604377)","06/10/2009","2039","679644","679685","42",
"ARP","149627","2074","Initial Allocation",,"000000000009","Initial Allocation Reserve",,,,,,,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Karl Wintermeyer (604377)","06/10/2009","2039","951156","953229","2074",
"ARP","149628","4718","Initial Allocation",,"000000000009","Initial Allocation Reserve",,,,,,,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Karl Wintermeyer (604377)","06/10/2009","2039","953230","957947","4718",
"ARP","149629","11459","Initial Allocation",,"000000000009","Initial Allocation Reserve",,,,,,,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG","Karl Wintermeyer (604377)","06/10/2009","2039","957948","969406","11459",
"ARP","155313","1273","Emissions Deduction","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG Power Connecticut, LLC","Michael Stagliola (604005)",,"000000000039","Retirement Deductions",,,,,,,"03/09/2010","2007","995130","995461","332",
"ARP","155313","1273","Emissions Deduction","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG Power Connecticut, LLC","Michael Stagliola (604005)",,"000000000039","Retirement Deductions",,,,,,,"03/09/2010","2008","988714","989654","941",
"ARP","155324","2978","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG Power Connecticut, LLC","Mark F Strickland (603622)",,"999900000533","CT State SO2 Retirement Account",,,,,,"Chris Nelson (1623)","03/10/2010","2008","995462","998439","2978",
"ARP","155326","1276","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG Power Connecticut, LLC","Mark F Strickland (603622)",,"999900000533","CT State SO2 Retirement Account",,,,,,"Chris Nelson (1623)","03/10/2010","2008","990775","990930","156",
"ARP","155326","1276","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG Power Connecticut, LLC","Mark F Strickland (603622)",,"999900000533","CT State SO2 Retirement Account",,,,,,"Chris Nelson (1623)","03/10/2010","2008","989655","990774","1120",
"ARP","156837","527","Return of unused allowances from the Conservation and Renewable Energy Reserve",,"000000000005","Conservation and Renewables Reserve",,,,,,,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG Power Connecticut, LLC","Michael Stagliola (604005)","06/15/2010","2009","9752399","9752925","527",
"ARP","157245","8","Initial Allocation",,"000000000009","Initial Allocation Reserve",,,,,,,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG Power Connecticut, LLC","Michael Stagliola (604005)","06/16/2010","2040","679619","679626","8",
"ARP","157246","17","Initial Allocation",,"000000000009","Initial Allocation Reserve",,,,,,,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG Power Connecticut, LLC","Michael Stagliola (604005)","06/16/2010","2040","679627","679643","17",
"ARP","157247","42","Initial Allocation",,"000000000009","Initial Allocation Reserve",,,,,,,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG Power Connecticut, LLC","Michael Stagliola (604005)","06/16/2010","2040","679644","679685","42",
"ARP","157508","2074","Initial Allocation",,"000000000009","Initial Allocation Reserve",,,,,,,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG Power Connecticut, LLC","Michael Stagliola (604005)","06/16/2010","2040","951156","953229","2074",
"ARP","157509","4718","Initial Allocation",,"000000000009","Initial Allocation Reserve",,,,,,,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG Power Connecticut, LLC","Michael Stagliola (604005)","06/16/2010","2040","953230","957947","4718",
"ARP","157510","11459","Initial Allocation",,"000000000009","Initial Allocation Reserve",,,,,,,"Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG Power Connecticut, LLC","Michael Stagliola (604005)","06/16/2010","2040","957948","969406","11459",
"ARP","161216","1500","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG Power Connecticut, LLC","Mark F Strickland (603622)",,"999900000526","PSEG Energy Resources & Trade LLC",,,,,"PSEG","Sam Mathay (602701)","09/21/2010","2009","995462","996961","1500",
"ARP","161285","2500","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG Power Connecticut, LLC","Mark F Strickland (603622)",,"999900000526","PSEG Energy Resources & Trade LLC",,,,,"PSEG","Sam Mathay (602701)","10/29/2010","2008","990931","993430","2500",
"ARP","161446","4000","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG Power Connecticut, LLC","Mark F Strickland (603622)",,"999900000526","PSEG Energy Resources & Trade LLC",,,,,"PSEG","Sam Mathay (602701)","12/29/2010","2010","953230","957229","4000",
"ARP","161447","12545","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG Power Connecticut, LLC","Mark F Strickland (603622)",,"999900000526","PSEG Energy Resources & Trade LLC",,,,,"PSEG","Sam Mathay (602701)","12/29/2010","2008","998440","1006845","8406",
"ARP","161447","12545","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG Power Connecticut, LLC","Mark F Strickland (603622)",,"999900000526","PSEG Energy Resources & Trade LLC",,,,,"PSEG","Sam Mathay (602701)","12/29/2010","2008","993431","995461","2031",
"ARP","161447","12545","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG Power Connecticut, LLC","Mark F Strickland (603622)",,"999900000526","PSEG Energy Resources & Trade LLC",,,,,"PSEG","Sam Mathay (602701)","12/29/2010","2009","990775","992882","2108",
"ARP","161544","1273","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG Power Connecticut, LLC","Mark F Strickland (603622)",,"999900000533","CT State SO2 Retirement Account",,,,,,"Chris Nelson (1623)","01/05/2011","2010","951156","952428","1273",
"ARP","161691","3231","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG Power Connecticut, LLC","Mark F Strickland (603622)","Keystone","003136FACLTY","Keystone","3136","PA","3",,"Exelon Generation Company LLC<br>PSEG<br>PPL Generation, LLC<br>Constellation Energy Commodities Group, Inc.<br>Keystone Power LLC<br>GenOn REMA, LLC<br>Duquesne Keystone LLC","James V Locher (1294)","01/21/2011","2008","1392623","1392661","39",
"ARP","161691","3231","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG Power Connecticut, LLC","Mark F Strickland (603622)","Keystone","003136FACLTY","Keystone","3136","PA","3",,"Exelon Generation Company LLC<br>PSEG<br>PPL Generation, LLC<br>Constellation Energy Commodities Group, Inc.<br>Keystone Power LLC<br>GenOn REMA, LLC<br>Duquesne Keystone LLC","James V Locher (1294)","01/21/2011","2008","9439404","9439407","4",
"ARP","161691","3231","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG Power Connecticut, LLC","Mark F Strickland (603622)","Keystone","003136FACLTY","Keystone","3136","PA","3",,"Exelon Generation Company LLC<br>PSEG<br>PPL Generation, LLC<br>Constellation Energy Commodities Group, Inc.<br>Keystone Power LLC<br>GenOn REMA, LLC<br>Duquesne Keystone LLC","James V Locher (1294)","01/21/2011","2008","1392606","1392622","17",
"ARP","161691","3231","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG Power Connecticut, LLC","Mark F Strickland (603622)","Keystone","003136FACLTY","Keystone","3136","PA","3",,"Exelon Generation Company LLC<br>PSEG<br>PPL Generation, LLC<br>Constellation Energy Commodities Group, Inc.<br>Keystone Power LLC<br>GenOn REMA, LLC<br>Duquesne Keystone LLC","James V Locher (1294)","01/21/2011","2008","9439402","9439402","1",
"ARP","161691","3231","Private Transfer","Bridgeport Harbor Station","000568FACLTY","Bridgeport Harbor Station","568","CT","1",,"PSEG Power Connecticut, LLC","Mark F Strickland (603622)","Keystone","003136FACLTY","Keystone","3136","PA","3",,"Exelon Generation Company LLC<br>PSEG<br>PPL Generation, LLC<br>Constellation Energy Commodities Group, Inc.<br>Keystone Power LLC<br>GenOn REMA, LLC<br>Duquesne Keystone LLC","James V Locher (1294)","01/21/2011","2008","1392662","1392754","93",
