"Data Source: 2017 Updated Dataset (released April 2019) "
" "
"Facility name","TRI ID","Address","City","County","State","Zip Code","Year","Chemical","CAS","Federal (F) or Commercial (C)","Form Type (Form R or A)","Industry","Fugitive Air","Stack Air","Total Air","Surface Water Discharge","Underground Injection","Land Disposal","Total on-site release","Off-site release","Total on- and off-site releases","Transfer to recycling","Transfer to energy recovery","Transfer to treatment","Transfer to POTWs","Other off-site transfer","Total transfers off-site for waste management","Recycled on-site","Recycled off-site","Energy recovery on-site","Energy recovery off-site","Treated on-site","Treated off-site","Quantity released on- and off-site","Total production-related waste managed","Non production-related waste managed"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2005","LEAD COMPOUNDS","'N420'","C","R","NAICS 2211 - Electric Utilities","          .0000000","       631.4780000","       631.4780000","         1.2500000","          .0000000","          .0000000","       632.7280000","       139.0040000","       771.7320000","      2333.9480000",".",".","          .0000000","          .0000000","      2472.9520000","          .0000000","         2333.9480000","          .0000000","          .0000000","          .0000000","          .0000000","       771.7320000","      3105.6800000","        27.6470000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2005","MERCURY COMPOUNDS","'N458'","C","R","NAICS 2211 - Electric Utilities","          .0000000","        54.4820000","        54.4820000","          .0500000","          .0000000","          .0000000","        54.5320000","          .1180000","        54.6500000","          .7000000",".",".","          .0000000","          .0000000","          .8180000","          .0000000","             .7010000","          .0000000","          .0000000","          .0000000","          .0000000","        54.6500000","        55.3510000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2005","NAPHTHALENE","'000091203'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000",".","          .0000000","       193.5210000",".","          .0000000","          .0000000","          .0000000","       193.5210000","          .0000000","          193.5210000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       193.5210000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2005","POLYCYCLIC AROMATIC COMPOUNDS","'N590'","C","R","NAICS 2211 - Electric Utilities","          .1000000","         1.7420000","         1.8420000","          .0000000","          .0000000","          .0000000","         1.8420000","         5.6900000","         7.5320000","       189.8400700",".","          .0000000","          .0000000","          .0000000","       195.5300700","          .0000000","          189.8400000","          .0000000","          .0000000","          .0000000","          .0000000","         7.5320000","       197.3720000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2006","BARIUM COMPOUNDS","'N040'","C","R","NAICS 2211 - Electric Utilities","          .0000000","      2036.1100000","      2036.1100000","         1.4000000","          .0000000","          .0000000","      2037.5100000","      2606.0100000","      4643.5200000",".",".","          .0000000","          .0000000","          .0000000","      2606.0100000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      2934.5200000","      2934.5200000","      1709.0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2006","BENZO(G,H,I)PERYLENE","'000191242'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0520000","          .0520000","          .0000000","          .0000000","          .0000000","          .0520000","          .2900000","          .3420000","          .0000300",".","          .0000000","          .0000000","          .0000000","          .2900300","          .0000000","             .0000300","          .0000000","          .0000000","          .0000000","          .0000000","          .3424000","          .3424300","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2006","DIOXIN AND DIOXIN-LIKE COMPOUNDS","'N150'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0055125","          .0055125","          .0000000","          .0000000","          .0000000","          .0055125",".","          .0055125",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0055125","          .0055125","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2006","HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY)","'007647010'","C","R","NAICS 2211 - Electric Utilities","          .0000000","     29681.0000000","     29681.0000000","          .0000000","          .0000000","          .0000000","     29681.0000000",".","     29681.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     29681.0000000","     29681.0000000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2006","LEAD COMPOUNDS","'N420'","C","R","NAICS 2211 - Electric Utilities","          .0000000","       669.8550000","       669.8550000","         1.4010000","          .0000000","          .0000000","       671.2560000","        62.3400000","       733.5960000",".",".",".","          .0000000","          .0000000","        62.3400000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       713.7720000","       713.7720000","        19.8240000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2006","MERCURY COMPOUNDS","'N458'","C","R","NAICS 2211 - Electric Utilities","          .0000000","        57.0910000","        57.0910000","          .0560000","          .0000000","          .0000000","        57.1470000","          .3750000","        57.5220000","       200.0000000",".",".","          .0000000","          .0000000","       200.3750000","          .0000000","          200.0000000","          .0000000","          .0000000","          .0000000","          .0000000","        57.5220000","       257.5220000","         1.6500000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2006","NAPHTHALENE","'000091203'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000",".","          .0000000","       630.7990000",".","          .0000000","          .0000000","          .0000000","       630.7990000","          .0000000","          630.7990000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       630.7990000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2006","POLYCYCLIC AROMATIC COMPOUNDS","'N590'","C","R","NAICS 2211 - Electric Utilities","          .1000000","         1.8400000","         1.9400000","          .0000000","          .0000000","          .0000000","         1.9400000","         3.4900000","         5.4300000","          .0002403",".","          .0000000","          .0000000","          .0000000","         3.4902403","          .0000000","             .0002400","          .0000000","          .0000000","          .0000000","          .0000000","         5.4300000","         5.4302400","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2007","BARIUM COMPOUNDS","'N040'","C","R","NAICS 2211 - Electric Utilities","          .0000000","      1127.3500000","      1127.3500000","         1.4000000","          .0000000","          .0000000","      1128.7500000",".","      1128.7500000","      1287.0000000",".","          .0000000","          .0000000","      1287.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      1128.7500000","      1128.7500000","      1287.0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2007","BENZO(G,H,I)PERYLENE","'000191242'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0426000","          .0426000","          .0000000","          .0000000","          .0000000","          .0426000",".","          .0426000","          .0000360",".","          .0000000","          .0000000","          .0000360","          .0000000","             .0000360","          .0000000","          .0000000","          .0000000","          .0000000","          .0426000","          .0426360","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2007","DIOXIN AND DIOXIN-LIKE COMPOUNDS","'N150'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0045423","          .0045423","          .0000000","          .0000000","          .0000000","          .0045423",".","          .0045423",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0045423","          .0045423","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2007","HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY)","'007647010'","C","R","NAICS 2211 - Electric Utilities","          .0000000","     63048.0000000","     63048.0000000","          .0000000","          .0000000","          .0000000","     63048.0000000",".","     63048.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     63048.0000000","     63048.0000000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2007","LEAD COMPOUNDS","'N420'","C","R","NAICS 2211 - Electric Utilities","          .0000000","       549.7800000","       549.7800000","         1.3200000","          .0000000","          .0000000","       551.1000000","          .0000000","       551.1000000","      1146.0000000",".",".","          .0000000","      1146.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       551.1000000","       551.1000000","      1146.0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2007","MERCURY COMPOUNDS","'N458'","C","R","NAICS 2211 - Electric Utilities","          .0000000","        47.3380000","        47.3380000","          .0530000","          .0000000","          .0000000","        47.3910000","          .0000000","        47.3910000","         1.2400000",".",".","          .0000000","         1.2400000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","        47.3910000","        47.3910000","         1.2400000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2007","NAPHTHALENE","'000091203'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000",".","          .0000000","       700.0590000",".","          .0000000","          .0000000","       700.0590000","          .0000000","          700.0590000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       700.0590000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2007","POLYCYCLIC AROMATIC COMPOUNDS","'N590'","C","R","NAICS 2211 - Electric Utilities","          .1000000","         1.5150000","         1.6150000","          .0000000","          .0000000","          .0000000","         1.6150000",".","         1.6150000","          .0002600",".","          .0000000","          .0000000","          .0002600","          .0000000","             .0002600","          .0000000","          .0000000","          .0000000","          .0000000","         1.6150000","         1.6152600","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2008","BARIUM COMPOUNDS","'N040'","C","R","NAICS 2211 - Electric Utilities","          .0000000","       606.7500000","       606.7500000","         1.4000000","          .0000000","          .0000000","       608.1500000","       112.1000000","       720.2500000",".",".","          .0000000","          .0000000","       112.1000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       720.2500000","       720.2500000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2008","BENZO(G,H,I)PERYLENE","'000191242'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0451000","          .0451000","          .0000000","          .0000000","          .0000000","          .0451000","         1.2300000","         1.2751000","          .0000880",".","          .0000000","          .0000000","         1.2300880","          .0000000","             .0000880","          .0000000","          .0000000","          .0000000","          .0000000","         1.2751000","         1.2751880","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2008","DIOXIN AND DIOXIN-LIKE COMPOUNDS","'N150'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0053433","          .0053433","          .0000000","          .0000000","          .0000000","          .0053433",".","          .0053433",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0053433","          .0053433","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2008","HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY)","'007647010'","C","R","NAICS 2211 - Electric Utilities","          .0000000","     64335.0000000","     64335.0000000","          .0000000","          .0000000","          .0000000","     64335.0000000",".","     64335.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     64335.0000000","     64335.0000000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2008","LEAD COMPOUNDS","'N420'","C","R","NAICS 2211 - Electric Utilities","          .0000000","        30.8780000","        30.8780000","         1.5140000","          .0000000","          .0000000","        32.3920000","       186.0980000","       218.4900000",".",".",".","          .0000000","       186.0980000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       218.4900000","       218.4900000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2008","MERCURY COMPOUNDS","'N458'","C","R","NAICS 2211 - Electric Utilities","          .0000000","        26.3380000","        26.3380000","          .0610000","          .0000000","          .0000000","        26.3990000","          .1290000","        26.5280000",".",".",".","          .0000000","          .1290000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","        26.5280000","        26.5280000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2008","NAPHTHALENE","'000091203'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000",".","          .0000000","      1710.0400000",".","          .0000000","          .0000000","      1710.0400000","          .0000000","         1710.0400000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      1710.0400000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2008","POLYCYCLIC AROMATIC COMPOUNDS","'N590'","C","R","NAICS 2211 - Electric Utilities","          .1000000","         1.7600000","         1.8600000","          .0000000","          .0000000","          .0000000","         1.8600000","        14.7300000","        16.5900000","          .0006400",".","          .0000000","          .0000000","        14.7306400","          .0000000","             .0006400","          .0000000","          .0000000","          .0000000","          .0000000","        16.5900000","        16.5906400","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2009","BENZO(G,H,I)PERYLENE","'000191242'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0175000","          .0175000","          .0000000","          .0000000","          .0000000","          .0175000","          .6980000","          .7155000","          .0000226",".","          .0000000","          .0000000","          .6980226","          .0000000","             .0000226","          .0000000","          .0000000","          .0000000","          .0000000","          .7155000","          .7155226","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2009","DIOXIN AND DIOXIN-LIKE COMPOUNDS","'N150'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0019233","          .0019233","          .0000000","          .0000000","          .0000000","          .0019233",".","          .0019233",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0019233","          .0019233","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2009","LEAD COMPOUNDS","'N420'","C","R","NAICS 2211 - Electric Utilities","          .0000000","        11.2770000","        11.2770000","         1.6880000","          .0000000","          .0000000","        12.9650000","        32.7270000","        45.6920000",".",".",".","          .0000000","        32.7270000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","        45.3500000","        45.3500000","          .3420000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2009","MERCURY COMPOUNDS","'N458'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .9730000","          .9730000","          .0680000","          .0000000","          .0000000","         1.0410000","          .0200000","         1.0610000",".",".",".","          .0000000","          .0200000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","         1.0610000","         1.0610000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2009","POLYCYCLIC AROMATIC COMPOUNDS","'N590'","C","R","NAICS 2211 - Electric Utilities","          .1000000","          .6387000","          .7387000","          .0000000","          .0000000","          .0000000","          .7387000","         8.3787000","         9.1174000","          .0001647",".","          .0000000","          .0000000","         8.3788647","          .0000000","             .0001647","          .0000000","          .0000000","          .0000000","          .0000000","         9.1174000","         9.1175647","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2010","BARIUM COMPOUNDS","'N040'","C","R","NAICS 2211 - Electric Utilities","          .1000000","         5.5800000","         5.6800000","         1.4000000","          .0000000","          .0000000","         7.0800000",".","         7.0800000","        55.8800000",".","          .0000000","          .0000000","        55.8800000","          .0000000","           55.8800000","          .0000000","          .0000000","          .0000000","          .0000000","         7.0800000","        62.9600000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2010","BENZO(G,H,I)PERYLENE","'000191242'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0224400","          .0224400","          .0000000","          .0000000","          .0000000","          .0224400",".","          .0224400","          .0000272",".","          .0000000","          .0000000","          .0000272","          .0000000","             .0000272","          .0000000","          .0000000","          .0000000","          .0000000","          .0224400","          .0224672","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2010","DIOXIN AND DIOXIN-LIKE COMPOUNDS","'N150'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0024733","          .0024733","          .0000000","          .0000000","          .0000000","          .0024733",".","          .0024733",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0024733","          .0024733","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2010","HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY)","'007647010'","C","R","NAICS 2211 - Electric Utilities","          .0000000","     25843.0000000","     25843.0000000","          .0000000","          .0000000","          .0000000","     25843.0000000",".","     25843.0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     25843.0000000","     25843.0000000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2010","LEAD COMPOUNDS","'N420'","C","R","NAICS 2211 - Electric Utilities","          .0000000","         5.2650000","         5.2650000","         1.5990000","          .0000000","          .0000000","         6.8640000","          .0000000","         6.8640000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","         6.8640000","         6.8640000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2010","MERCURY COMPOUNDS","'N458'","C","R","NAICS 2211 - Electric Utilities","          .0000000","         1.4190000","         1.4190000","          .0640000","          .0000000","          .0000000","         1.4830000","          .0000000","         1.4830000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","         1.4830000","         1.4830000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2010","POLYCYCLIC AROMATIC COMPOUNDS","'N590'","C","R","NAICS 2211 - Electric Utilities","          .1000000","          .8209000","          .9209000","          .0000000","          .0000000","          .0000000","          .9209000",".","          .9209000","          .0001985",".","          .0000000","          .0000000","          .0001985","          .0000000","             .0001985","          .0000000","          .0000000","          .0000000","          .0000000","          .9209000","          .9210985","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2011","BENZO(G,H,I)PERYLENE","'000191242'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0100000","          .0100000","          .0000000","          .0000000","          .0000000","          .0100000",".","          .0100000",".",".",".","          .0000000",".","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0100000","          .0100000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2011","DIOXIN AND DIOXIN-LIKE COMPOUNDS","'N150'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0010344","          .0010344","          .0000000","          .0000000","          .0000000","          .0010344",".","          .0010344",".",".",".","          .0000000",".","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0010344","          .0010344","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2011","LEAD COMPOUNDS","'N420'","C","R","NAICS 2211 - Electric Utilities","          .0000000","         3.2000000","         3.2000000","         1.7100000","          .0000000","          .0000000","         4.9100000",".","         4.9100000",".",".",".",".",".",".","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","         4.9100000","         4.9100000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2011","MERCURY COMPOUNDS","'N458'","C","R","NAICS 2211 - Electric Utilities","          .0000000","         1.5000000","         1.5000000","          .0600000","          .0000000","          .0000000","         1.5600000",".","         1.5600000",".",".",".",".",".",".","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","         1.5600000","         1.5600000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2011","POLYCYCLIC AROMATIC COMPOUNDS","'N590'","C","R","NAICS 2211 - Electric Utilities","          .1000000","          .3470000","          .4470000","          .0000000","          .0000000","          .0000000","          .4470000",".","          .4470000",".",".",".","          .0000000",".","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .4470000","          .4470000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2012","BENZO(G,H,I)PERYLENE","'000191242'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0030000","          .0030000","          .0000000","          .0000000","          .0000000","          .0030000",".","          .0030000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0030000","          .0030000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2012","DIOXIN AND DIOXIN-LIKE COMPOUNDS","'N150'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0002746","          .0002746","          .0000000","          .0000000","          .0000000","          .0002746",".","          .0002746",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0002746","          .0002746","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2012","LEAD COMPOUNDS","'N420'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .6000000","          .6000000","         1.4900000","          .0000000","          .0000000","         2.0900000","          .0000000","         2.0900000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","         2.0900000","         2.0900000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2012","MERCURY COMPOUNDS","'N458'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .3000000","          .3000000","          .0600000","          .0000000","          .0000000","          .3600000","          .0000000","          .3600000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .3600000","          .3600000","          .0000000"
