"Data Source: 2017 Updated Dataset (released April 2019) "
" "
"Facility name","TRI ID","Address","City","County","State","Zip Code","Year","Chemical","CAS","Federal (F) or Commercial (C)","Form Type (Form R or A)","Industry","Fugitive Air","Stack Air","Total Air","Surface Water Discharge","Underground Injection","Land Disposal","Total on-site release","Off-site release","Total on- and off-site releases","Transfer to recycling","Transfer to energy recovery","Transfer to treatment","Transfer to POTWs","Other off-site transfer","Total transfers off-site for waste management","Recycled on-site","Recycled off-site","Energy recovery on-site","Energy recovery off-site","Treated on-site","Treated off-site","Quantity released on- and off-site","Total production-related waste managed","Non production-related waste managed"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2012","NAPHTHALENE","'000091203'","C","R","NAICS 2211 - Electric Utilities","          .0000000","         1.5450000","         1.5450000","          .0000000","          .0000000","          .0000000","         1.5450000",".","         1.5450000",".","          .6000000","          .0000000","          .0000000","          .6000000","          .0000000","             .0000000","          .0000000","          .6000000","          .0000000","          .0000000","         1.5450000","         2.1450000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2012","POLYCYCLIC AROMATIC COMPOUNDS","'N590'","C","R","NAICS 2211 - Electric Utilities","          .1000000","          .0950000","          .1950000","          .0000000","          .0000000","          .0000000","          .1950000",".","          .1950000",".","         3.0000000","          .0000000","          .0000000","         3.0000000","          .0000000","             .0000000","          .0000000","         3.0000000","          .0000000","          .0000000","          .1950000","         3.1950000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2013","BENZO(G,H,I)PERYLENE","'000191242'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0130000","          .0130000","          .0000000","          .0000000","          .0000000","          .0130000",".","          .0130000",".",".",".","          .0000000",".","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0130000","          .0130000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2013","DIOXIN AND DIOXIN-LIKE COMPOUNDS","'N150'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0014446","          .0014446","          .0000000","          .0000000","          .0000000","          .0014446",".","          .0014446",".",".",".","          .0000000",".","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0014446","          .0014446","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2013","LEAD COMPOUNDS","'N420'","C","R","NAICS 2211 - Electric Utilities","          .0000000","         2.8000000","         2.8000000","         1.8000000","          .0000000","          .0000000","         4.6000000",".","         4.6000000",".",".",".",".",".",".","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","         4.6000000","         4.6000000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2013","MERCURY COMPOUNDS","'N458'","C","R","NAICS 2211 - Electric Utilities","          .0000000","         1.5000000","         1.5000000","          .0600000","          .0000000","          .0000000","         1.5600000",".","         1.5600000",".",".",".",".",".",".","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","         1.5600000","         1.5600000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2013","POLYCYCLIC AROMATIC COMPOUNDS","'N590'","C","R","NAICS 2211 - Electric Utilities","          .1000000","          .6420000","          .7420000","          .0000000","          .0000000","          .0000000","          .7420000",".","          .7420000",".",".",".","          .0000000",".","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .7420000","          .7420000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2014","BENZO(G,H,I)PERYLENE","'000191242'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0150000","          .0150000","          .0000000","          .0000000","          .0000000","          .0150000",".","          .0150000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0150000","          .0150000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2014","DIOXIN AND DIOXIN-LIKE COMPOUNDS","'N150'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0017170","          .0017170","          .0000000","          .0000000","          .0000000","          .0017170",".","          .0017170",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0017170","          .0017170","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2014","LEAD COMPOUNDS","'N420'","C","R","NAICS 2211 - Electric Utilities","          .0000000","         3.4000000","         3.4000000","         1.4000000","          .0000000","          .0000000","         4.8000000","          .0000000","         4.8000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","         4.8000000","         4.8000000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2014","MERCURY COMPOUNDS","'N458'","C","R","NAICS 2211 - Electric Utilities","          .0000000","         4.0000000","         4.0000000","          .1100000","          .0000000","          .0000000","         4.1100000","          .0000000","         4.1100000","          .0030000",".",".","          .0000000","          .0030000","          .0000000","             .0030000","          .0000000","          .0000000","          .0000000","          .0000000","         4.1100000","         4.1130000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2014","NAPHTHALENE","'000091203'","C","R","NAICS 2211 - Electric Utilities","          .0000000","         6.9000000","         6.9000000","          .0000000","          .0000000","          .0000000","         6.9000000",".","         6.9000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","         6.9000000","         6.9000000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2014","POLYCYCLIC AROMATIC COMPOUNDS","'N590'","C","R","NAICS 2211 - Electric Utilities","          .1000000","          .7000000","          .8000000","          .0000000","          .0000000","          .0000000","          .8000000",".","          .8000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .8000000","          .8000000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2015","BENZO(G,H,I)PERYLENE","'000191242'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0110000","          .0110000","          .0000000","          .0000000","          .0000000","          .0110000",".","          .0110000",".",".",".","          .0000000",".","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0110000","          .0110000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2015","DIOXIN AND DIOXIN-LIKE COMPOUNDS","'N150'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0012359","          .0012359","          .0000000","          .0000000","          .0000000","          .0012359",".","          .0012359",".",".",".","          .0000000",".","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0012359","          .0012359","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2015","HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY)","'007647010'","C","R","NAICS 2211 - Electric Utilities","          .0000000","      9909.0000000","      9909.0000000","          .0000000","          .0000000","          .0000000","      9909.0000000",".","      9909.0000000",".",".",".","          .0000000",".","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","     48377.0000000","          .0000000","      9909.0000000","     58286.0000000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2015","LEAD COMPOUNDS","'N420'","C","R","NAICS 2211 - Electric Utilities","          .0000000","         2.4000000","         2.4000000","         1.4000000","          .0000000","          .0000000","         3.8000000",".","         3.8000000",".",".",".",".",".",".","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","         3.8000000","         3.8000000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2015","MERCURY COMPOUNDS","'N458'","C","R","NAICS 2211 - Electric Utilities","          .0000000","         2.2000000","         2.2000000","          .1000000","          .0000000","          .0000000","         2.3000000",".","         2.3000000",".",".",".",".",".",".","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","         2.3000000","         2.3000000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2015","POLYCYCLIC AROMATIC COMPOUNDS","'N590'","C","R","NAICS 2211 - Electric Utilities","          .2000000","          .5000000","          .7000000","          .0000000","          .0000000","          .0000000","          .7000000",".","          .7000000",".",".",".","          .0000000",".","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .7000000","          .7000000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2016","BENZO(G,H,I)PERYLENE","'000191242'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0048000","          .0048000","          .0000000","          .0000000","          .0000000","          .0048000",".","          .0048000",".","          .0000040","          .0000000","          .0000000","          .0000040","          .0000000","             .0000000","          .0000000","          .0000040","          .0000000","          .0000000","          .0048000","          .0048040","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2016","DIOXIN AND DIOXIN-LIKE COMPOUNDS","'N150'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0004533","          .0004533","          .0000000","          .0000000","          .0000000","          .0004533",".","          .0004533",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0004533","          .0004533","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2016","LEAD COMPOUNDS","'N420'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .8700000","          .8700000","          .0000000","          .0000000","          .0000000","          .8700000","          .0000000","          .8700000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .8700000","          .8700000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2016","MERCURY COMPOUNDS","'N458'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .7000000","          .7000000","          .0000000","          .0000000","          .0000000","          .7000000","          .0000000","          .7000000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .7000000","          .7000000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2016","POLYCYCLIC AROMATIC COMPOUNDS","'N590'","C","R","NAICS 2211 - Electric Utilities","          .2000000","          .1500000","          .3500000","          .0000000","          .0000000","          .0000000","          .3500000",".","          .3500000",".","          .0007750","          .0000000","          .0000000","          .0007750","          .0000000","             .0000000","          .0000000","          .0007750","          .0000000","          .0000000","          .3500000","          .3507750","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2017","BENZO(G,H,I)PERYLENE","'000191242'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0047000","          .0047000","          .0000000","          .0000000","          .0000000","          .0047000",".","          .0047000",".","          .0003644","          .0000000","          .0000000","          .0003644","          .0000000","             .0000000","          .0000000","          .0003644","          .0000000","          .0000000","          .0047000","          .0050644","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2017","DIOXIN AND DIOXIN-LIKE COMPOUNDS","'N150'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .0004796","          .0004796","          .0000000","          .0000000","          .0000000","          .0004796",".","          .0004796",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0004796","          .0004796","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2017","HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY)","'007647010'","C","R","NAICS 2211 - Electric Utilities","          .0000000","      4232.3000000","      4232.3000000","          .0000000","          .0000000","          .0000000","      4232.3000000",".","      4232.3000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      4232.3000000","      4232.3000000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2017","LEAD COMPOUNDS","'N420'","C","R","NAICS 2211 - Electric Utilities","          .0000000","         1.5050000","         1.5050000","         1.0100000","          .0000000","          .0000000","         2.5150000","          .0000000","         2.5150000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","         2.5150000","         2.5150000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2017","MERCURY COMPOUNDS","'N458'","C","R","NAICS 2211 - Electric Utilities","          .0000000","          .3969000","          .3969000","          .0000000","          .0000000","          .0000000","          .3969000","          .0000000","          .3969000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .3969000","          .3969000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2017","NAPHTHALENE","'000091203'","C","R","NAICS 2211 - Electric Utilities","          .0000000","         1.9330000","         1.9330000","          .0000000","          .0000000","          .0000000","         1.9330000",".","         1.9330000",".","        93.5000000","          .0000000","          .0000000","        93.5000000","          .0000000","             .0000000","          .0000000","        93.5000000","          .0000000","          .0000000","         1.9330000","        95.4330000","          .0000000"
"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","06604BRDGP1ATLA","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT","'06604'","2017","POLYCYCLIC AROMATIC COMPOUNDS","'N590'","C","R","NAICS 2211 - Electric Utilities","          .2000000","          .1590000","          .3590000","          .0000000","          .0000000","          .0000000","          .3590000",".","          .3590000",".","          .0728750","          .0000000","          .0000000","          .0728750","          .0000000","             .0000000","          .0000000","          .0728750","          .0000000","          .0000000","          .3590000","          .4318750","          .0000000"
